                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11023878 |  679741589 |  668615682 |  709495842 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200 |  595159200
  IPC                                |       0.02 |       1.14 |       1.12 |       1.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800
  Idle time (ns)                     |  147127929 |    2965419 |    3680715 |    3655936 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800 |  148789800
  Idle time (%)                      |      98.9% |       2.0% |       2.5% |       2.5% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     727423 |   90723600 |   89550889 |   98005193 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      18313 |    1633109 |    1422192 |    1481674 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.46% |      1.77% |      1.56% |      1.49% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.66 |       2.40 |       2.13 |       2.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
