                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2474055 |          0 |          0 |          0
  Cycles                             |    3517600 |    3517600 |    3517600 |    3517600
  IPC                                |       0.70 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     879400 |     879400 |     879400 |     879400
  Idle time (ns)                     |        233 |     879400 |     879400 |     879400
  Idle time (%)                      |       0.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     346349 |          0 |          0 |          0
  num incorrect                      |      17131 |          0 |          0 |          0
  misprediction rate                 |      4.71% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.92 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     208099 |          0 |          0 |          0
    num misses                       |        209 |          0 |          0 |          0
    miss rate                        |      0.10% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     852621 |          0 |          0 |          0
    num misses                       |       1934 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.78 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       2143 |          0 |          0 |          0
    num misses                       |        508 |          0 |          0 |          0
    miss rate                        |     23.71% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     208099 |          0 |          0 |          0
    num cache misses                 |       2927 |          0 |          0 |          0
    miss rate                        |      1.41% |       inf% |       inf% |       inf%
    mpki                             |       1.18 |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     852621 |          0 |          0 |          0
    num cache misses                 |      18125 |          0 |          0 |          0
    miss rate                        |      2.13% |       inf% |       inf% |       inf%
    mpki                             |       7.33 |        inf |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      21374 |          0 |          0 |          0
    num cache misses                 |      13880 |          0 |          0 |          0
    miss rate                        |     64.94% |       inf% |       inf% |       inf%
    mpki                             |       5.61 |        inf |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      14208 |          0 |          0 |          0
    num cache misses                 |      12064 |          0 |          0 |          0
    miss rate                        |     84.91% |       inf% |       inf% |       inf%
    mpki                             |       4.88 |        inf |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      12062 |          0 |          0 |          0
  average dram access latency (ns)   |      65.60 |        inf |        inf |        inf
  average dram queueing delay        |      12.17 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8251 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
