                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2412904 |   73388283 |   71260160 |   85499103
  Cycles                             |   56405600 |   56405600 |   56405600 |   56405600
  IPC                                |       0.04 |       1.30 |       1.26 |       1.52
  Time (ns)                          |   14101400 |   14101400 |   14101400 |   14101400
  Idle time (ns)                     |   13246484 |    2851956 |    3073626 |     867059
  Idle time (%)                      |      93.9% |      20.2% |      21.8% |       6.1%
Branch predictor stats               |            |            |            |           
  num correct                        |     333273 |    7062211 |    6795908 |    8152456
  num incorrect                      |      16679 |     216816 |     212834 |     255746
  misprediction rate                 |      4.77% |      2.98% |      3.04% |      3.04%
  mpki                               |       6.91 |       2.95 |       2.99 |       2.99
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206872 |   10379546 |   10072768 |   12085436
    num misses                       |        187 |        341 |         70 |         70
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817862 |   26131361 |   25151585 |   30175961
    num misses                       |       1578 |        431 |        178 |        149
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.65 |       0.01 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1765 |        772 |        248 |        219
    num misses                       |        478 |        283 |        181 |        177
    miss rate                        |     27.08% |     36.66% |     72.98% |     80.82%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206872 |   10379546 |   10072768 |   12085436
    num cache misses                 |       3042 |       7576 |       3673 |       4228
    miss rate                        |      1.47% |      0.07% |      0.04% |      0.03%
    mpki                             |       1.26 |       0.10 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817862 |   26131361 |   25151585 |   30175961
    num cache misses                 |      17528 |     283051 |     283199 |     338715
    miss rate                        |      2.14% |      1.08% |      1.13% |      1.12%
    mpki                             |       7.26 |       3.86 |       3.97 |       3.96
  Cache L2                           |            |            |            |           
    num cache accesses               |      21021 |     290957 |     287172 |     343315
    num cache misses                 |      13661 |       3951 |       3355 |       3632
    miss rate                        |     64.99% |      1.36% |      1.17% |      1.06%
    mpki                             |       5.66 |       0.05 |       0.05 |       0.04
  Cache L3                           |            |            |            |           
    num cache accesses               |      14119 |       4297 |       3662 |       4013
    num cache misses                 |      11970 |       2298 |       2320 |       2499
    miss rate                        |     84.78% |     53.48% |     63.35% |     62.27%
    mpki                             |       4.96 |       0.03 |       0.03 |       0.03
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18965 |          0 |          0 |          0
  average dram access latency (ns)   |     134.98 |        inf |        inf |        inf
  average dram queueing delay        |      81.55 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8169 |        425 |        652 |        543
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
