                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   99203129 |  432277711 |  432043519 |   25096207
  Cycles                             |  338308400 |  338308400 |  338308400 |  338308400
  IPC                                |       0.29 |       1.28 |       1.28 |       0.07
  Time (ns)                          |   84577100 |   84577100 |   84577100 |   84577100
  Idle time (ns)                     |   71602732 |   16211909 |   16182566 |   81710579
  Idle time (%)                      |      84.7% |      19.2% |      19.1% |      96.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    5463142 |   37956756 |   38001089 |    1567210
  num incorrect                      |     129605 |    1015616 |    1018831 |       8032
  misprediction rate                 |      2.32% |      2.61% |      2.61% |      0.51%
  mpki                               |       1.31 |       2.35 |       2.36 |       0.32
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   10995476 |   40986608 |   40968469 |    2797137
    num misses                       |        677 |         74 |         72 |         89
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25331152 |  111077266 |  110911493 |    7855948
    num misses                       |      11044 |     390081 |     392681 |       2366
    miss rate                        |      0.04% |      0.35% |      0.35% |      0.03%
    mpki                             |       0.11 |       0.90 |       0.91 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      11721 |     390155 |     392753 |       2455
    num misses                       |       3132 |      13460 |       8715 |        943
    miss rate                        |     26.72% |      3.45% |      2.22% |     38.41%
    mpki                             |       0.03 |       0.03 |       0.02 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   10995476 |   40986608 |   40968469 |    2797137
    num cache misses                 |      19894 |    1302417 |    1299046 |       5293
    miss rate                        |      0.18% |      3.18% |      3.17% |      0.19%
    mpki                             |       0.20 |       3.01 |       3.01 |       0.21
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25331152 |  111077266 |  110911493 |    7855948
    num cache misses                 |     375635 |    2622894 |    2590958 |     140022
    miss rate                        |      1.48% |      2.36% |      2.34% |      1.78%
    mpki                             |       3.79 |       6.07 |       6.00 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     410066 |    3928692 |    3890746 |     145320
    num cache misses                 |     364838 |     261013 |     232086 |     124366
    miss rate                        |     88.97% |      6.64% |      5.97% |     85.58%
    mpki                             |       3.68 |       0.60 |       0.54 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     380057 |     264649 |     235059 |     124371
    num cache misses                 |      60930 |      82641 |      26402 |      44446
    miss rate                        |     16.03% |     31.23% |     11.23% |     35.74%
    mpki                             |       0.61 |       0.19 |       0.06 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     286252 |          0 |          0 |          0
  average dram access latency (ns)   |   11231.47 |        inf |        inf |        inf
  average dram queueing delay        |   11178.04 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      30302 |       9990 |       6205 |       6339
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
