                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99610881 |  121648904 |  120536203 |  121176752 |  124415834 |  121319975 |  121181034 |  121572119 |  121381296 |  121483937 |  119325172 |   25096056 |          0 |          0 |          0 |          0
  Cycles                             |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200 |  174523200
  IPC                                |       0.57 |       0.70 |       0.69 |       0.69 |       0.71 |       0.70 |       0.69 |       0.70 |       0.70 |       0.70 |       0.68 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800 |   43630800
  Idle time (ns)                     |   26467564 |   21951582 |   22148065 |   22146288 |   22103907 |   22336218 |   22557532 |   22109498 |   22434065 |   22134241 |   22366470 |   39602390 |   43630800 |   43630800 |   43630800 |   43630800
  Idle time (%)                      |      60.7% |      50.3% |      50.8% |      50.8% |      50.7% |      51.2% |      51.7% |      50.7% |      51.4% |      50.7% |      51.3% |      90.8% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5502737 |   11622514 |   11508949 |   11569520 |   11876042 |   11609983 |   11568987 |   11597075 |   11607538 |   11621984 |   11422194 |    1567220 |          0 |          0 |          0 |          0
  num incorrect                      |     129957 |     215156 |     212028 |     211696 |     220610 |     213259 |     213445 |     214062 |     212729 |     214598 |     209258 |       8015 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.31% |      1.82% |      1.81% |      1.80% |      1.82% |      1.80% |      1.81% |      1.81% |      1.80% |      1.81% |      1.80% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.30 |       1.77 |       1.76 |       1.75 |       1.77 |       1.76 |       1.76 |       1.76 |       1.75 |       1.77 |       1.75 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10965025 |   10864627 |   10761224 |   10817051 |   11112270 |   10833744 |   10818077 |   10845868 |   10837035 |   10853323 |   10662683 |    2800756 |          0 |          0 |          0 |          0
