                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   37083706 |   88680946 |   33508513 |   37766915 |   44292071 |   50208618 |   56162801 |  177576168 |  142060749 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200 |  233401200
  IPC                                |       0.16 |       0.38 |       0.14 |       0.16 |       0.19 |       0.22 |       0.24 |       0.76 |       0.61 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300
  Idle time (ns)                     |   51580109 |   42494687 |   51505362 |   50236950 |   48967754 |   47839371 |   46621512 |   16613078 |   27799757 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300 |   58350300
  Idle time (%)                      |      88.4% |      72.8% |      88.3% |      86.1% |      83.9% |      82.0% |      79.9% |      28.5% |      47.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1769615 |    3213814 |    1218577 |    1333615 |    1537088 |    1711326 |    1895651 |    5357000 |    4338639 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      68590 |     804567 |     169545 |     190993 |     201884 |     202477 |     211138 |    1010158 |     772269 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      3.73% |     20.02% |     12.21% |     12.53% |     11.61% |     10.58% |     10.02% |     15.87% |     15.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.85 |       9.07 |       5.06 |       5.06 |       4.56 |       4.03 |       3.76 |       5.69 |       5.44 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3516100 |   10349836 |    3745955 |    4118552 |    4698217 |    5209439 |    5739667 |   17876826 |   14374546 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        405 |        239 |        392 |        377 |        387 |        379 |        371 |        802 |        740 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13852024 |   30289497 |   10762833 |   12330709 |   14593291 |   16600868 |   18661158 |   63924690 |   52494448 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      31997 |      14561 |      54163 |      91180 |     106777 |     149294 |     177238 |     255406 |     199603 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.05% |      0.50% |      0.74% |      0.73% |      0.90% |      0.95% |      0.40% |      0.38% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.86 |       0.16 |       1.62 |       2.41 |       2.41 |       2.97 |       3.16 |       1.44 |       1.41 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      32402 |      14800 |      54555 |      91557 |     107164 |     149673 |     177609 |     256208 |     200343 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3902 |        701 |       2986 |       4202 |       6581 |      12964 |      18737 |      73763 |      36977 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     12.04% |      4.74% |      5.47% |      4.59% |      6.14% |      8.66% |     10.55% |     28.79% |     18.46% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.11 |       0.01 |       0.09 |       0.11 |       0.15 |       0.26 |       0.33 |       0.42 |       0.26 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3516100 |   10349836 |    3745955 |    4118552 |    4698217 |    5209439 |    5739667 |   17876826 |   14374546 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     209193 |     494700 |     480180 |     520363 |     548234 |     566757 |     589556 |    1325452 |    1241886 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      5.95% |      4.78% |     12.82% |     12.63% |     11.67% |     10.88% |     10.27% |      7.41% |      8.64% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.64 |       5.58 |      14.33 |      13.78 |      12.38 |      11.29 |      10.50 |       7.46 |       8.74 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13852024 |   30289497 |   10762833 |   12330709 |   14593291 |   16600868 |   18661158 |   63924690 |   52494448 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     270094 |      84879 |     244963 |     384227 |     519587 |     643674 |     757189 |    1617301 |    1272482 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.95% |      0.28% |      2.28% |      3.12% |      3.56% |      3.88% |      4.06% |      2.53% |      2.42% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.28 |       0.96 |       7.31 |      10.17 |      11.73 |      12.82 |      13.48 |       9.11 |       8.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     486754 |     583400 |     728129 |     907986 |    1071614 |    1214869 |    1352691 |    2960117 |    2526230 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     248674 |      35522 |      74247 |     102777 |     134553 |     163480 |     197080 |     748778 |     432966 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     51.09% |      6.09% |     10.20% |     11.32% |     12.56% |     13.46% |     14.57% |     25.30% |     17.14% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       6.71 |       0.40 |       2.22 |       2.72 |       3.04 |       3.26 |       3.51 |       4.22 |       3.05 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     610452 |          0 |          0 |          0 |     613544 |          0 |          0 |          0 |     597631 |          0 |          0 |          0 |     602450 |          0 |          0 |          0
  average dram access latency (ns)   |      60.84 |        inf |        inf |        inf |      61.04 |        inf |        inf |        inf |      61.23 |        inf |        inf |        inf |      61.28 |        inf |        inf |        inf
  average dram queueing delay        |       7.41 |       0.00 |       0.00 |       0.00 |       7.61 |       0.00 |       0.00 |       0.00 |       7.80 |       0.00 |       0.00 |       0.00 |       7.85 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      8.00% |      0.00% |      0.00% |      0.00% |      8.00% |      0.00% |      0.00% |      0.00% |      8.00% |      0.00% |      0.00% |      0.00% |      8.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     124343 |      16051 |      30759 |      61603 |      89917 |     114886 |     144136 |     519358 |     316653 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1897 |        254 |      11609 |       4614 |       2897 |       3192 |       2032 |      36335 |      10270 |          0 |          0 |          0 |          0 |          0 |          0 |          0
