                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99611231 |  121441747 |  121315368 |  121133760 |  121485648 |  121639107 |  121727730 |  121021739 |  121314293 |  121246999 |  121703744 |   25096056 |          0 |          0 |          0 |          0
  Cycles                             |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600 |  163278600
  IPC                                |       0.61 |       0.74 |       0.74 |       0.74 |       0.74 |       0.74 |       0.75 |       0.74 |       0.74 |       0.74 |       0.75 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200 |   54426200
  Idle time (ns)                     |   33544374 |   27275889 |   26835377 |   26648041 |   27298167 |   26961971 |   26530691 |   27161332 |   26963697 |   26672418 |   27115940 |   49620762 |   54426200 |   54426200 |   54426200 |   54426200
  Idle time (%)                      |      61.6% |      50.1% |      49.3% |      49.0% |      50.2% |      49.5% |      48.7% |      49.9% |      49.5% |      49.0% |      49.8% |      91.2% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5504064 |   11598174 |   11580444 |   11556812 |   11599463 |   11613345 |   11631039 |   11528471 |   11596822 |   11583421 |   11615644 |    1567252 |          0 |          0 |          0 |          0
  num incorrect                      |     128662 |     221387 |     224836 |     221707 |     224295 |     222802 |     222494 |     223450 |     225395 |     222864 |     226672 |       7983 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      1.87% |      1.90% |      1.88% |      1.90% |      1.88% |      1.88% |      1.90% |      1.91% |      1.89% |      1.91% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       1.82 |       1.85 |       1.83 |       1.85 |       1.83 |       1.83 |       1.85 |       1.86 |       1.84 |       1.86 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10965096 |   10843368 |   10838852 |   10811538 |   10847003 |   10864177 |   10865054 |   10803493 |   10833205 |   10825865 |   10871853 |    2800756 |          0 |          0 |          0 |          0
    num misses                       |        823 |         73 |         73 |         73 |         73 |         74 |         76 |         73 |         66 |         66 |         74 |         86 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25484464 |   30093485 |   30095719 |   30027452 |   30104913 |   30145785 |   30301788 |   30014012 |   30074781 |   30047377 |   30161392 |    7855931 |          0 |          0 |          0 |          0
    num misses                       |      13421 |     110826 |     109699 |     118601 |     109349 |     117243 |     108970 |     110138 |     109570 |     109048 |     111541 |       2347 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.37% |      0.36% |      0.39% |      0.36% |      0.39% |      0.36% |      0.37% |      0.36% |      0.36% |      0.37% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.13 |       0.91 |       0.90 |       0.98 |       0.90 |       0.96 |       0.90 |       0.91 |       0.90 |       0.90 |       0.92 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14244 |     110899 |     109772 |     118674 |     109422 |     117317 |     109046 |     110211 |     109636 |     109114 |     111615 |       2433 |          0 |          0 |          0 |          0
    num misses                       |       3442 |       9412 |       8945 |      11682 |       9396 |      10086 |       8963 |      10173 |       9127 |       9069 |       9416 |        958 |          0 |          0 |          0 |          0
    miss rate                        |     24.16% |      8.49% |      8.15% |      9.84% |      8.59% |      8.60% |      8.22% |      9.23% |      8.32% |      8.31% |      8.44% |     39.38% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.08 |       0.07 |       0.10 |       0.08 |       0.08 |       0.07 |       0.08 |       0.08 |       0.07 |       0.08 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10965096 |   10843368 |   10838852 |   10811538 |   10847003 |   10864177 |   10865054 |   10803493 |   10833205 |   10825865 |   10871853 |    2800756 |          0 |          0 |          0 |          0
    num cache misses                 |      19955 |     259417 |     260025 |     257751 |     258211 |     257984 |     258645 |     257494 |     259603 |     259341 |     258537 |       4502 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.39% |      2.40% |      2.38% |      2.38% |      2.37% |      2.38% |      2.38% |      2.40% |      2.40% |      2.38% |      0.16% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.14 |       2.14 |       2.13 |       2.13 |       2.12 |       2.12 |       2.13 |       2.14 |       2.14 |       2.12 |       0.18 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25484464 |   30093485 |   30095719 |   30027452 |   30104913 |   30145785 |   30301788 |   30014012 |   30074781 |   30047377 |   30161392 |    7855931 |          0 |          0 |          0 |          0
    num cache misses                 |     377418 |     900428 |     901977 |     898716 |     897368 |     897983 |     937006 |     898192 |     898827 |     900563 |     898071 |     139862 |          0 |          0 |          0 |          0
    miss rate                        |      1.48% |      2.99% |      3.00% |      2.99% |      2.98% |      2.98% |      3.09% |      2.99% |      2.99% |      3.00% |      2.98% |      1.78% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.79 |       7.41 |       7.43 |       7.42 |       7.39 |       7.38 |       7.70 |       7.42 |       7.41 |       7.43 |       7.38 |       5.57 |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     452243 |    1163749 |    1166024 |    1161038 |    1159632 |    1160306 |    1199423 |    1158981 |    1162078 |    1163642 |    1160789 |     145858 |          0 |          0 |          0 |          0
    num cache misses                 |     361211 |      99701 |     109609 |     117131 |      99721 |     106738 |     149891 |     102367 |     110589 |     117621 |      99932 |     123472 |          0 |          0 |          0 |          0
    miss rate                        |     79.87% |      8.57% |      9.40% |     10.09% |      8.60% |      9.20% |     12.50% |      8.83% |      9.52% |     10.11% |      8.61% |     84.65% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.63 |       0.82 |       0.90 |       0.97 |       0.82 |       0.88 |       1.23 |       0.85 |       0.91 |       0.97 |       0.82 |       4.92 |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     425537 |          0 |          0 |          0 |     477906 |          0 |          0 |          0 |     441509 |          0 |          0 |          0 |     475081 |          0 |          0 |          0
  average dram access latency (ns)   |     164.78 |        inf |        inf |        inf |     154.59 |        inf |        inf |        inf |     161.18 |        inf |        inf |        inf |     154.13 |        inf |        inf |        inf
  average dram queueing delay        |     111.35 |       0.00 |       0.00 |       0.00 |     101.16 |       0.00 |       0.00 |       0.00 |     107.75 |       0.00 |       0.00 |       0.00 |     100.70 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186190 |      65063 |      72312 |      77713 |      65042 |      70198 |      75743 |      66711 |      73552 |      76944 |      65311 |      49246 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
