                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2410186 |  285429674 |  285441744 |  342483629
  Cycles                             |  214297600 |  214297600 |  214297600 |  214297600
  IPC                                |       0.01 |       1.33 |       1.33 |       1.60
  Time (ns)                          |   53574400 |   53574400 |   53574400 |   53574400
  Idle time (ns)                     |   52725078 |    9624423 |    9596987 |     867042
  Idle time (%)                      |      98.4% |      18.0% |      17.9% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     332982 |   27210391 |   27210150 |   32646470
  num incorrect                      |      16614 |     844789 |     846796 |    1013558
  misprediction rate                 |      4.75% |      3.01% |      3.02% |      3.01%
  mpki                               |       6.89 |       2.96 |       2.97 |       2.96
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206503 |   39452553 |   39454340 |   47337866
    num misses                       |        191 |         70 |         70 |         70
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     816941 |  100740603 |  100745380 |  120860117
    num misses                       |       2961 |       1777 |       8309 |       3628
    miss rate                        |      0.36% |      0.00% |      0.01% |      0.00%
    mpki                             |       1.23 |       0.01 |       0.03 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |       3152 |       1847 |       8379 |       3698
    num misses                       |        505 |        190 |        190 |        190
    miss rate                        |     16.02% |     10.29% |      2.27% |      5.14%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206503 |   39452553 |   39454340 |   47337866
    num cache misses                 |       2912 |       4730 |       4659 |       5069
    miss rate                        |      1.41% |      0.01% |      0.01% |      0.01%
    mpki                             |       1.21 |       0.02 |       0.02 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     816941 |  100740603 |  100745380 |  120860117
    num cache misses                 |      17512 |    1127198 |    1136719 |    1353360
    miss rate                        |      2.14% |      1.12% |      1.13% |      1.12%
    mpki                             |       7.27 |       3.95 |       3.98 |       3.95
  Cache L2                           |            |            |            |           
    num cache accesses               |      20874 |    1132253 |    1141684 |    1358796
    num cache misses                 |      13593 |       3820 |       3777 |       4177
    miss rate                        |     65.12% |      0.34% |      0.33% |      0.31%
    mpki                             |       5.64 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14048 |       4153 |       4091 |       4552
    num cache misses                 |      11953 |       2511 |       2489 |       3105
    miss rate                        |     85.09% |     60.46% |     60.84% |     68.21%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      19957 |          0 |          0 |          0
  average dram access latency (ns)   |     213.95 |        inf |        inf |        inf
  average dram queueing delay        |     160.52 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8158 |        483 |        393 |        701
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
