                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892268 |   46059992 |   46060816 |   46069819
  Cycles                             |   62748400 |   62748400 |   62748400 |   62748400
  IPC                                |       0.80 |       0.73 |       0.73 |       0.73
  Time (ns)                          |   15687100 |   15687100 |   15687100 |   15687100
  Idle time (ns)                     |    7828469 |    7870741 |    8100766 |    8116138
  Idle time (%)                      |      49.9% |      50.2% |      51.6% |      51.7%
Branch predictor stats               |            |            |            |           
  num correct                        |    8289198 |    2689699 |    2698537 |    2696430
  num incorrect                      |     506415 |      79075 |      68941 |      71913
  misprediction rate                 |      5.76% |      2.86% |      2.49% |      2.60%
  mpki                               |      10.15 |       1.72 |       1.50 |       1.56
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7578336 |    5139305 |    5139325 |    5142904
    num misses                       |        148 |         51 |         51 |         51
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17216108 |   13614905 |   13612411 |   13616264
    num misses                       |        536 |        441 |        646 |        322
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |        684 |        492 |        697 |        373
    num misses                       |        316 |        137 |        139 |        127
    miss rate                        |     46.20% |     27.85% |     19.94% |     34.05%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7578336 |    5139305 |    5139325 |    5142904
    num cache misses                 |       2883 |       1850 |       1839 |       1828
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17216108 |   13614905 |   13612411 |   13616264
    num cache misses                 |      11392 |      46391 |      46065 |      45435
    miss rate                        |      0.07% |      0.34% |      0.34% |      0.33%
    mpki                             |       0.23 |       1.01 |       1.00 |       0.99
  Cache L2                           |            |            |            |           
    num cache accesses               |      14371 |      48260 |      48168 |      47276
    num cache misses                 |      10711 |       2089 |       1856 |       2029
    miss rate                        |     74.53% |      4.33% |      3.85% |      4.29%
    mpki                             |       0.21 |       0.05 |       0.04 |       0.04
  Cache L3                           |            |            |            |           
    num cache accesses               |      10810 |       2109 |       2120 |       2042
    num cache misses                 |       8918 |        363 |        241 |        166
    miss rate                        |     82.50% |     17.21% |     11.37% |      8.13%
    mpki                             |       0.18 |       0.01 |       0.01 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9688 |          0 |          0 |          0
  average dram access latency (ns)   |     519.47 |        inf |        inf |        inf
  average dram queueing delay        |     466.04 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2563 |        237 |        178 |        132
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
