                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  101153602 |  113815182 |  115676519 |  114942391 |  115054057 |  113947589 |  113549173 |  115262106 |  116452207 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300 |  157533300
  IPC                                |       0.64 |       0.72 |       0.73 |       0.73 |       0.73 |       0.72 |       0.72 |       0.73 |       0.74 |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100
  Idle time (ns)                     |   31753895 |   26936162 |   26496526 |   26677090 |   26818615 |   26752045 |   26923430 |   26587109 |   26522674 |   47701607 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100 |   52511100
  Idle time (%)                      |      60.5% |      51.3% |      50.5% |      50.8% |      51.1% |      50.9% |      51.3% |      50.6% |      50.5% |      90.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5604688 |   10335568 |   10537929 |   10497342 |   10420757 |   10270795 |   10311767 |   10453442 |   10549350 |    1567378 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127584 |     268208 |     272196 |     272182 |     271363 |     271190 |     268386 |     274201 |     272621 |       7860 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.23% |      2.53% |      2.52% |      2.53% |      2.54% |      2.57% |      2.54% |      2.56% |      2.52% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.26 |       2.36 |       2.35 |       2.37 |       2.36 |       2.38 |       2.36 |       2.38 |       2.34 |       0.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
