                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11023845 |  677944564 |  668009673 |  708583933 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600 |  591695600
  IPC                                |       0.02 |       1.15 |       1.13 |       1.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900
  Idle time (ns)                     |  146266618 |    3002114 |    3672104 |    3667994 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900 |  147923900
  Idle time (%)                      |      98.9% |       2.0% |       2.5% |       2.5% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     727567 |   90275280 |   89381473 |   97765459 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      18166 |    1681042 |    1456943 |    1515109 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.44% |      1.83% |      1.60% |      1.53% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.65 |       2.48 |       2.18 |       2.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1555181 |   45553450 |   43473130 |   43806071 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        185 |         46 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
