                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326900920 |    15121429 |    14967636 |    14749258
  Cycles                             |  2187966000 |  2187966000 |  2187966000 |  2187966000
  IPC                                |        0.61 |        0.01 |        0.01 |        0.01
  Time (ns)                          |   546991500 |   546991500 |   546991500 |   546991500
  Idle time (ns)                     |     4789718 |   542334346 |   542424437 |   542594824
  Idle time (%)                      |        0.9% |       99.1% |       99.2% |       99.2%
Branch predictor stats               |             |             |             |            
  num correct                        |   205946949 |     1067238 |     1062091 |     1046250
  num incorrect                      |    19533478 |       99797 |      103707 |      100967
  misprediction rate                 |       8.66% |       8.55% |       8.90% |       8.80%
  mpki                               |       14.72 |        6.60 |        6.93 |        6.85
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225642411 |     1642710 |     1626590 |     1608901
    num misses                       |         284 |          69 |          77 |          69
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489826370 |     4808201 |     4753368 |     4686563
    num misses                       |    12150387 |      341544 |      319183 |      330787
    miss rate                        |       2.48% |       7.10% |       6.71% |       7.06%
    mpki                             |        9.16 |       22.59 |       21.32 |       22.43
  L2 TLB                             |             |             |             |            
    num accesses                     |    12150671 |      341613 |      319260 |      330856
    num misses                       |     5755740 |      169000 |      158785 |      161310
    miss rate                        |      47.37% |      49.47% |      49.74% |      48.76%
    mpki                             |        4.34 |       11.18 |       10.61 |       10.94
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225642411 |     1642710 |     1626590 |     1608901
    num cache misses                 |      931093 |        7688 |        7745 |        7363
    miss rate                        |       0.41% |       0.47% |       0.48% |       0.46%
    mpki                             |        0.70 |        0.51 |        0.52 |        0.50
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489826370 |     4808201 |     4753368 |     4686563
    num cache misses                 |    15527520 |      310479 |      302218 |      297668
    miss rate                        |       3.17% |       6.46% |       6.36% |       6.35%
    mpki                             |       11.70 |       20.53 |       20.19 |       20.18
  Cache L2                           |             |             |             |            
    num cache accesses               |    17735823 |      318264 |      310144 |      305250
    num cache misses                 |    12876397 |      181054 |      158156 |      151927
    miss rate                        |      72.60% |      56.89% |      50.99% |      49.77%
    mpki                             |        9.70 |       11.97 |       10.57 |       10.30
  Cache L3                           |             |             |             |            
    num cache accesses               |    14154808 |      181151 |      158337 |      152146
    num cache misses                 |     4477765 |        5109 |        5410 |        4384
    miss rate                        |      31.63% |       2.82% |       3.42% |       2.88%
    mpki                             |        3.37 |        0.34 |        0.36 |        0.30
DRAM summary                         |             |             |             |            
  num dram accesses                  |     7117730 |           0 |           0 |           0
  average dram access latency (ns)   |    21188.16 |         inf |         inf |         inf
  average dram queueing delay        |    21134.74 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      10.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3632398 |        3033 |        2984 |        2574
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
