                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2404148 |     308103 |     318316 |     363363
  Cycles                             |    3721200 |    3721200 |    3721200 |    3721200
  IPC                                |       0.65 |       0.08 |       0.09 |       0.10
  Time (ns)                          |     930300 |     930300 |     930300 |     930300
  Idle time (ns)                     |      81590 |     873922 |     868349 |     868477
  Idle time (%)                      |       8.8% |      93.9% |      93.3% |      93.4%
Branch predictor stats               |            |            |            |           
  num correct                        |     331972 |      37032 |      38418 |      43705
  num incorrect                      |      16126 |       1999 |       2127 |       2232
  misprediction rate                 |      4.63% |      5.12% |      5.25% |      4.86%
  mpki                               |       6.71 |       6.49 |       6.68 |       6.14
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     204582 |      28639 |      30186 |      33597
    num misses                       |        197 |         62 |         62 |         62
    miss rate                        |      0.10% |      0.22% |      0.21% |      0.18%
    mpki                             |       0.08 |       0.20 |       0.19 |       0.17
  D-TLB                              |            |            |            |           
    num accesses                     |     815487 |     122257 |     126288 |     144185
    num misses                       |       2294 |        137 |        131 |         99
    miss rate                        |      0.28% |      0.11% |      0.10% |      0.07%
    mpki                             |       0.95 |       0.44 |       0.41 |       0.27
  L2 TLB                             |            |            |            |           
    num accesses                     |       2491 |        199 |        193 |        161
    num misses                       |        495 |        153 |        156 |        152
    miss rate                        |     19.87% |     76.88% |     80.83% |     94.41%
    mpki                             |       0.21 |       0.50 |       0.49 |       0.42
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     204582 |      28639 |      30186 |      33597
    num cache misses                 |       2855 |       1129 |       1097 |       1198
    miss rate                        |      1.40% |      3.94% |      3.63% |      3.57%
    mpki                             |       1.19 |       3.66 |       3.45 |       3.30
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     815487 |     122257 |     126288 |     144185
    num cache misses                 |      17487 |       1006 |       1000 |       1010
    miss rate                        |      2.14% |      0.82% |      0.79% |      0.70%
    mpki                             |       7.27 |       3.27 |       3.14 |       2.78
  Cache L2                           |            |            |            |           
    num cache accesses               |      20795 |       2174 |       2115 |       2229
    num cache misses                 |      13558 |       1472 |       1535 |       1546
    miss rate                        |     65.20% |     67.71% |     72.58% |     69.36%
    mpki                             |       5.64 |       4.78 |       4.82 |       4.25
  Cache L3                           |            |            |            |           
    num cache accesses               |      14016 |       1512 |       1554 |       1568
    num cache misses                 |      11963 |        637 |        753 |        681
    miss rate                        |     85.35% |     42.13% |     48.46% |     43.43%
    mpki                             |       4.98 |       2.07 |       2.37 |       1.87
DRAM summary                         |            |            |            |           
  num dram accesses                  |      14030 |          0 |          0 |          0
  average dram access latency (ns)   |      89.80 |        inf |        inf |        inf
  average dram queueing delay        |      36.38 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     12.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8159 |         67 |         86 |         71
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
