                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   96167493 |  152714840 |  153990192 |  152107325 |  154649496 |  151058332 |  150474632 |  151895098 |   25095210 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000 |  192474000
  IPC                                |       0.50 |       0.79 |       0.80 |       0.79 |       0.80 |       0.78 |       0.78 |       0.79 |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500
  Idle time (ns)                     |   31545070 |   21472632 |   21319352 |   21523175 |   21397095 |   21656990 |   21581786 |   21442775 |   44129122 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500 |   48118500
  Idle time (%)                      |      65.6% |      44.6% |      44.3% |      44.7% |      44.5% |      45.0% |      44.9% |      44.6% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5250140 |   14665982 |   14870742 |   14696625 |   14936195 |   14517088 |   14496411 |   14617601 |    1567300 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     123393 |     311181 |     311763 |     309320 |     311619 |     306408 |     302347 |     306375 |       7937 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.08% |      2.05% |      2.06% |      2.04% |      2.07% |      2.04% |      2.05% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.28 |       2.04 |       2.02 |       2.03 |       2.02 |       2.03 |       2.01 |       2.02 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11300920 |   13673949 |   13772714 |   13597504 |   13838061 |   13514397 |   13469258 |   13585180 |    2797326 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        513 |         77 |         77 |         77 |         77 |         77 |         77 |         80 |         84 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   24420002 |   37725235 |   38034323 |   37630595 |   38153731 |   37328462 |   37132259 |   37632351 |    7855556 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      12735 |     131876 |     131741 |     132835 |     133528 |     130572 |     128173 |     130783 |       2357 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.13 |       0.86 |       0.86 |       0.87 |       0.86 |       0.86 |       0.85 |       0.86 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13248 |     131953 |     131818 |     132912 |     133605 |     130649 |     128250 |     130863 |       2441 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3195 |       2595 |       4316 |       3272 |       3409 |       3383 |       4467 |       3463 |        944 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     24.12% |      1.97% |      3.27% |      2.46% |      2.55% |      2.59% |      3.48% |      2.65% |     38.67% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11300920 |   13673949 |   13772714 |   13597504 |   13838061 |   13514397 |   13469258 |   13585180 |    2797326 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19457 |     316336 |     318166 |     317454 |     318418 |     314737 |     313170 |     316324 |       4804 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.17% |      2.31% |      2.31% |      2.33% |      2.30% |      2.33% |      2.33% |      2.33% |      0.17% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.07 |       2.07 |       2.09 |       2.06 |       2.08 |       2.08 |       2.08 |       0.19 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   24420002 |   37725235 |   38034323 |   37630595 |   38153731 |   37328462 |   37132259 |   37632351 |    7855556 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     372849 |    1081912 |    1084969 |    1079022 |    1084345 |    1071699 |    1064043 |    1111461 |     139857 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.53% |      2.87% |      2.85% |      2.87% |      2.84% |      2.87% |      2.87% |      2.95% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.88 |       7.08 |       7.05 |       7.09 |       7.01 |       7.09 |       7.07 |       7.32 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     446606 |    1403333 |    1408090 |    1401606 |    1407971 |    1391411 |    1382540 |    1432983 |     146188 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     357500 |     115843 |     116041 |     115734 |     114809 |     116236 |     120937 |     149703 |     123538 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.05% |      8.25% |      8.24% |      8.26% |      8.15% |      8.35% |      8.75% |     10.45% |     84.51% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.72 |       0.76 |       0.75 |       0.76 |       0.74 |       0.77 |       0.80 |       0.99 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     381321 |          0 |          0 |          0 |     380554 |          0 |          0 |          0 |     390088 |          0 |          0 |          0 |     398137 |          0 |          0 |          0
  average dram access latency (ns)   |     195.79 |        inf |        inf |        inf |     196.71 |        inf |        inf |        inf |     198.66 |        inf |        inf |        inf |     189.87 |        inf |        inf |        inf
  average dram queueing delay        |     142.36 |       0.00 |       0.00 |       0.00 |     143.28 |       0.00 |       0.00 |       0.00 |     145.23 |       0.00 |       0.00 |       0.00 |     136.44 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00% |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     183698 |      76916 |      79066 |      79040 |      77633 |      79595 |      82529 |      77240 |      49374 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3132 |      12060 |      11183 |      10994 |      11464 |      11454 |      11236 |      11158 |        202 |          0 |          0 |          0 |          0 |          0 |          0 |          0
