                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   12297558 |  229658265 |  227756597 |  234807570
  Cycles                             |  171558000 |  171558000 |  171558000 |  171558000
  IPC                                |       0.07 |       1.34 |       1.33 |       1.37
  Time (ns)                          |   42889500 |   42889500 |   42889500 |   42889500
  Idle time (ns)                     |   41112982 |    2415082 |    2997065 |    2946195
  Idle time (%)                      |      95.9% |       5.6% |       7.0% |       6.9%
Branch predictor stats               |            |            |            |           
  num correct                        |     924213 |   29308189 |   29725272 |   31047815
  num incorrect                      |      28071 |     555894 |     491409 |     507526
  misprediction rate                 |      2.95% |      1.86% |      1.63% |      1.61%
  mpki                               |       2.28 |       2.42 |       2.16 |       2.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1752001 |   25315410 |   24803513 |   26090395
    num misses                       |        205 |         46 |         45 |         45
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    5056609 |   90812157 |   90191529 |   93167356
    num misses                       |       2912 |       2198 |        553 |        562
    miss rate                        |      0.06% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.24 |       0.01 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       3117 |       2244 |        598 |        607
    num misses                       |        554 |        144 |        135 |        139
    miss rate                        |     17.77% |      6.42% |     22.58% |     22.90%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1752001 |   25315410 |   24803513 |   26090395
    num cache misses                 |       7769 |       2688 |       1780 |       1780
    miss rate                        |      0.44% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.63 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    5056609 |   90812157 |   90191529 |   93167356
    num cache misses                 |      42938 |     706868 |     600061 |     600202
    miss rate                        |      0.85% |      0.78% |      0.67% |      0.64%
    mpki                             |       3.49 |       3.08 |       2.63 |       2.56
  Cache L2                           |            |            |            |           
    num cache accesses               |      60113 |     896665 |     779442 |     724679
    num cache misses                 |      18239 |     553093 |     546668 |     493753
    miss rate                        |     30.34% |     61.68% |     70.14% |     68.13%
    mpki                             |       1.48 |       2.41 |       2.40 |       2.10
  Cache L3                           |            |            |            |           
    num cache accesses               |      27879 |     740459 |     724370 |     616576
    num cache misses                 |      13717 |        405 |        170 |        198
    miss rate                        |     49.20% |      0.05% |      0.02% |      0.03%
    mpki                             |       1.12 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      14473 |          0 |          0 |          0
  average dram access latency (ns)   |      72.98 |        inf |        inf |        inf
  average dram queueing delay        |      19.55 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       9272 |         66 |         17 |         27
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
