Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	824200	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	893800	28735.632184	14367.816406	14367.816092	0.000000	100.000000
2	0	2762700	1547.588342	1031.725586	535.074108	0.000000	100.000000
3	0	4616300	1054.824504	791.118347	539.490721	0.000000	100.000000
4	0	7165600	788.469423	630.775513	392.264543	0.000000	100.000000
5	0	9982700	655.129115	545.940918	354.974974	0.000000	100.000000
6	0	12839100	582.609926	499.379913	350.091024	0.000000	100.000000
7	0	15019300	563.574755	493.127930	458.673516	0.000000	100.000000
8	0	17582900	537.034496	477.363983	390.076455	0.000000	100.000000
9	0	19780700	527.523541	474.771179	455.000455	0.000000	100.000000
10	0	23554900	483.927024	439.933655	264.956812	0.000000	100.000000
11	0	25398800	488.309067	447.616669	542.328760	0.000000	100.000000
12	0	27586600	485.756135	448.390289	457.080172	0.000000	100.000000
13	0	30498700	471.785540	438.086578	343.394801	0.000000	100.000000
14	0	32686500	470.775807	439.390778	457.080172	0.000000	100.000000
15	0	34545900	474.471928	444.817444	537.807895	0.000000	100.000000
16	0	36385600	478.046421	449.926056	543.566886	0.000000	100.000000
