                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100927690 |  130169978 |  130059936 |  129757980 |  129506884 |  129941955 |  128846806 |  128464685 |  130019390 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500 |  171127500
  IPC                                |       0.59 |       0.76 |       0.76 |       0.76 |       0.76 |       0.76 |       0.75 |       0.75 |       0.76 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500
  Idle time (ns)                     |   36392864 |   26657115 |   26645270 |   26756786 |   26478883 |   26641394 |   26731848 |   26746815 |   26608194 |   52235286 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500 |   57042500
  Idle time (%)                      |      63.8% |      46.7% |      46.7% |      46.9% |      46.4% |      46.7% |      46.9% |      46.9% |      46.6% |      91.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5590471 |   12191592 |   12171780 |   12120666 |   12078400 |   12175834 |   11946555 |   12007659 |   12170008 |    1567236 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127508 |     297488 |     299964 |     297820 |     297408 |     299600 |     298716 |     299154 |     301774 |       8002 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.23% |      2.38% |      2.41% |      2.40% |      2.40% |      2.40% |      2.44% |      2.43% |      2.42% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.26 |       2.29 |       2.31 |       2.30 |       2.30 |       2.31 |       2.32 |       2.33 |       2.32 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11107693 |   12353495 |   12356234 |   12311153 |   12292778 |   12347174 |   12205080 |   12196301 |   12348017 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        881 |         75 |         74 |         75 |         75 |         75 |         77 |         74 |         75 |        193 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25861915 |   33695273 |   33648127 |   33559662 |   33429712 |   33559142 |   33456184 |   33232213 |   33644420 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11565 |     133351 |     132776 |     137800 |     132409 |     137310 |     130666 |     135149 |     132430 |       2344 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.04% |      0.40% |      0.39% |      0.41% |      0.40% |      0.41% |      0.39% |      0.41% |      0.39% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.11 |       1.02 |       1.02 |       1.06 |       1.02 |       1.06 |       1.01 |       1.05 |       1.02 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12446 |     133426 |     132850 |     137875 |     132484 |     137385 |     130743 |     135223 |     132505 |       2537 |          0 |          0 |          0 |          0 |          0 |          0
