                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49853407 |   91192122 |   91212655 |          0
  Cycles                             |  360665200 |  360665200 |  360665200 |  360665200
  IPC                                |       0.14 |       0.25 |       0.25 |       0.00
  Time (ns)                          |   90166300 |   90166300 |   90166300 |   90166300
  Idle time (ns)                     |   60817259 |   29353441 |   30292561 |   90166300
  Idle time (%)                      |      67.5% |      32.6% |      33.6% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |    8250823 |    5217399 |    5228725 |          0
  num incorrect                      |     539100 |     135129 |     124547 |          0
  misprediction rate                 |      6.13% |      2.52% |      2.33% |      0.00%
  mpki                               |      10.81 |       1.48 |       1.37 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7573562 |   10123744 |   10126912 |          0
    num misses                       |        126 |         25 |         25 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17201630 |   26819935 |   26824445 |          0
    num misses                       |        704 |         95 |        106 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        830 |        120 |        131 |          0
    num misses                       |        312 |        100 |        101 |          0
    miss rate                        |     37.59% |     83.33% |     77.10% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7573562 |   10123744 |   10126912 |          0
    num cache misses                 |       2394 |        154 |        153 |          0
    miss rate                        |      0.03% |      0.00% |      0.00% |       inf%
    mpki                             |       0.05 |       0.00 |       0.00 |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17201630 |   26819935 |   26824445 |          0
    num cache misses                 |      11028 |      82333 |      83494 |          0
    miss rate                        |      0.06% |      0.31% |      0.31% |       inf%
    mpki                             |       0.22 |       0.90 |       0.92 |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      13512 |      82490 |      83650 |          0
    num cache misses                 |      10155 |       1548 |       1563 |          0
    miss rate                        |     75.16% |      1.88% |      1.87% |       inf%
    mpki                             |       0.20 |       0.02 |       0.02 |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10250 |       1551 |       1566 |          0
    num cache misses                 |       8720 |        264 |        394 |          0
    miss rate                        |     85.07% |     17.02% |     25.16% |       inf%
    mpki                             |       0.17 |       0.00 |       0.00 |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9377 |          0 |          0 |          0
  average dram access latency (ns)   |      67.85 |        inf |        inf |        inf
  average dram queueing delay        |      14.42 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2524 |        209 |        313 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
