                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   36787047 |  267187201 |  183778341 |   75657430
  Cycles                             |  216646000 |  216646000 |  216646000 |  216646000
  IPC                                |       0.17 |       1.23 |       0.85 |       0.35
  Time (ns)                          |   54161500 |   54161500 |   54161500 |   54161500
  Idle time (ns)                     |   48525690 |    6949882 |   21438850 |   40298198
  Idle time (%)                      |      89.6% |      12.8% |      39.6% |      74.4%
Branch predictor stats               |            |            |            |           
  num correct                        |    1530657 |    8708906 |    5828764 |    2495869
  num incorrect                      |      59377 |    1903995 |    1060028 |     366393
  misprediction rate                 |      3.73% |     17.94% |     15.39% |     12.80%
  mpki                               |       1.61 |       7.13 |       5.77 |       4.84
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    3553089 |   28584641 |   19371255 |    8158803
    num misses                       |        422 |       4871 |       7752 |       2783
    miss rate                        |      0.01% |      0.02% |      0.04% |      0.03%
    mpki                             |       0.01 |       0.02 |       0.04 |       0.04
  D-TLB                              |            |            |            |           
    num accesses                     |   13528938 |   93011254 |   64018204 |   24937367
    num misses                       |      12413 |     274103 |     299789 |     171022
    miss rate                        |      0.09% |      0.29% |      0.47% |      0.69%
    mpki                             |       0.34 |       1.03 |       1.63 |       2.26
  L2 TLB                             |            |            |            |           
    num accesses                     |      12835 |     278974 |     307541 |     173805
    num misses                       |       3816 |      33824 |      26020 |       7956
    miss rate                        |     29.73% |     12.12% |      8.46% |      4.58%
    mpki                             |       0.10 |       0.13 |       0.14 |       0.11
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    3553089 |   28584641 |   19371255 |    8158803
    num cache misses                 |      70284 |    2142859 |    2055784 |    1025056
    miss rate                        |      1.98% |      7.50% |     10.61% |     12.56%
    mpki                             |       1.91 |       8.02 |      11.19 |      13.55
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   13528938 |   93011254 |   64018204 |   24937367
    num cache misses                 |     267906 |    1723993 |    1739017 |     812064
    miss rate                        |      1.98% |      1.85% |      2.72% |      3.26%
    mpki                             |       7.28 |       6.45 |       9.46 |      10.73
  Cache L2                           |            |            |            |           
    num cache accesses               |     338499 |    3871142 |    3797093 |    1838773
    num cache misses                 |     249410 |     579003 |     537820 |     224664
    miss rate                        |     73.68% |     14.96% |     14.16% |     12.22%
    mpki                             |       6.78 |       2.17 |       2.93 |       2.97
  Cache L3                           |            |            |            |           
    num cache accesses               |     249792 |     593672 |     552419 |     235646
    num cache misses                 |     139679 |     135666 |     123334 |      62792
    miss rate                        |     55.92% |     22.85% |     22.33% |     26.65%
    mpki                             |       3.80 |       0.51 |       0.67 |       0.83
DRAM summary                         |            |            |            |           
  num dram accesses                  |     703149 |          0 |          0 |          0
  average dram access latency (ns)   |    3568.29 |        inf |        inf |        inf
  average dram queueing delay        |    3514.86 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     10.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      61142 |      81762 |      69577 |      28360
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
