                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892074 |   23040705 |   23059470 |   23052387
  Cycles                             |   47978000 |   47978000 |   47978000 |   47978000
  IPC                                |       1.04 |       0.48 |       0.48 |       0.48
  Time (ns)                          |   11994500 |   11994500 |   11994500 |   11994500
  Idle time (ns)                     |    3972834 |    8050176 |    8123207 |    8145035
  Idle time (%)                      |      33.1% |      67.1% |      67.7% |      67.9%
Branch predictor stats               |            |            |            |           
  num correct                        |    8268859 |    1345520 |    1349921 |    1348519
  num incorrect                      |     526730 |      40585 |      38150 |      38397
  misprediction rate                 |      5.99% |      2.93% |      2.75% |      2.77%
  mpki                               |      10.56 |       1.76 |       1.65 |       1.67
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7583466 |    2581808 |    2584215 |    2583752
    num misses                       |        133 |         60 |         60 |         60
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17213145 |    6811424 |    6817397 |    6814676
    num misses                       |        525 |        382 |        463 |        465
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.02 |       0.02 |       0.02
  L2 TLB                             |            |            |            |           
    num accesses                     |        658 |        442 |        523 |        525
    num misses                       |        312 |        147 |        165 |        149
    miss rate                        |     47.42% |     33.26% |     31.55% |     28.38%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7583466 |    2581808 |    2584215 |    2583752
    num cache misses                 |       2845 |       1314 |       1331 |       1344
    miss rate                        |      0.04% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17213145 |    6811424 |    6817397 |    6814676
    num cache misses                 |      11419 |      23479 |      23424 |      23077
    miss rate                        |      0.07% |      0.34% |      0.34% |      0.34%
    mpki                             |       0.23 |       1.02 |       1.02 |       1.00
  Cache L2                           |            |            |            |           
    num cache accesses               |      14364 |      24813 |      24893 |      24431
    num cache misses                 |      10597 |       2007 |       1994 |       2018
    miss rate                        |     73.77% |      8.09% |      8.01% |      8.26%
    mpki                             |       0.21 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |           
    num cache accesses               |      10706 |       2028 |       2132 |       2028
    num cache misses                 |       8904 |        338 |        448 |        219
    miss rate                        |     83.17% |     16.67% |     21.01% |     10.80%
    mpki                             |       0.18 |       0.01 |       0.02 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9909 |          0 |          0 |          0
  average dram access latency (ns)   |     524.22 |        inf |        inf |        inf
  average dram queueing delay        |     470.79 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2564 |        193 |        246 |        143
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
