                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2432722 |          0 |          0 |          0
  Cycles                             |    3458000 |    3458000 |    3458000 |    3458000
  IPC                                |       0.70 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     864500 |     864500 |     864500 |     864500
  Idle time (ns)                     |        239 |     864500 |     864500 |     864500
  Idle time (%)                      |       0.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |     341801 |          0 |          0 |          0
  num incorrect                      |      16690 |          0 |          0 |          0
  misprediction rate                 |      4.66% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.86 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     202864 |          0 |          0 |          0
    num misses                       |        190 |          0 |          0 |          0
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     833578 |          0 |          0 |          0
    num misses                       |       8466 |          0 |          0 |          0
    miss rate                        |      1.02% |      0.00% |      0.00% |      0.00%
    mpki                             |       3.48 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       8656 |          0 |          0 |          0
    num misses                       |        554 |          0 |          0 |          0
    miss rate                        |      6.40% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.23 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     202864 |          0 |          0 |          0
    num cache misses                 |       2667 |          0 |          0 |          0
    miss rate                        |      1.31% |       inf% |       inf% |       inf%
    mpki                             |       1.10 |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     833578 |          0 |          0 |          0
    num cache misses                 |      17844 |          0 |          0 |          0
    miss rate                        |      2.14% |       inf% |       inf% |       inf%
    mpki                             |       7.33 |        inf |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      20833 |          0 |          0 |          0
    num cache misses                 |      13593 |          0 |          0 |          0
    miss rate                        |     65.25% |       inf% |       inf% |       inf%
    mpki                             |       5.59 |        inf |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      13922 |          0 |          0 |          0
    num cache misses                 |      11894 |          0 |          0 |          0
    miss rate                        |     85.43% |       inf% |       inf% |       inf%
    mpki                             |       4.89 |        inf |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |      11892 |          0 |          0 |          0
  average dram access latency (ns)   |      65.61 |        inf |        inf |        inf
  average dram queueing delay        |      12.18 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8216 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
