                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892137 |    9222637 |    9083415 |    9079628
  Cycles                             |   38635200 |   38635200 |   38635200 |   38635200
  IPC                                |       1.29 |       0.24 |       0.24 |       0.24
  Time (ns)                          |    9658800 |    9658800 |    9658800 |    9658800
  Idle time (ns)                     |    1555069 |    8106882 |    8163610 |    8146711
  Idle time (%)                      |      16.1% |      83.9% |      84.5% |      84.3%
Branch predictor stats               |            |            |            |           
  num correct                        |    8253982 |     540185 |     522028 |     520203
  num incorrect                      |     541624 |      15330 |      12049 |      13262
  misprediction rate                 |      6.16% |      2.76% |      2.26% |      2.49%
  mpki                               |      10.86 |       1.66 |       1.33 |       1.46
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7583477 |    1033231 |    1012461 |    1012249
    num misses                       |        138 |         57 |         34 |         33
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.01 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17211869 |    2726764 |    2672225 |    2670693
    num misses                       |        695 |        208 |        124 |         82
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.02 |       0.01 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |        833 |        265 |        158 |        115
    num misses                       |        327 |        143 |        117 |        104
    miss rate                        |     39.26% |     53.96% |     74.05% |     90.43%
    mpki                             |       0.01 |       0.02 |       0.01 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7583477 |    1033231 |    1012461 |    1012249
    num cache misses                 |       2858 |        607 |        257 |        248
    miss rate                        |      0.04% |      0.06% |      0.03% |      0.02%
    mpki                             |       0.06 |       0.07 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17211869 |    2726764 |    2672225 |    2670693
    num cache misses                 |      11415 |       9679 |       8857 |       8662
    miss rate                        |      0.07% |      0.35% |      0.33% |      0.32%
    mpki                             |       0.23 |       1.05 |       0.98 |       0.95
  Cache L2                           |            |            |            |           
    num cache accesses               |      14374 |      10291 |       9117 |       8911
    num cache misses                 |      10562 |       1665 |       1399 |       1351
    miss rate                        |     73.48% |     16.18% |     15.34% |     15.16%
    mpki                             |       0.21 |       0.18 |       0.15 |       0.15
  Cache L3                           |            |            |            |           
    num cache accesses               |      10671 |       1671 |       1402 |       1352
    num cache misses                 |       8916 |        305 |        283 |        330
    miss rate                        |     83.55% |     18.25% |     20.19% |     24.41%
    mpki                             |       0.18 |       0.03 |       0.03 |       0.04
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9834 |          0 |          0 |          0
  average dram access latency (ns)   |     512.30 |        inf |        inf |        inf
  average dram queueing delay        |     458.87 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2582 |        159 |        184 |        208
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
