                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2389671 |  294039717 |  293934023 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000 |  185204000
  IPC                                |       0.01 |       1.59 |       1.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000
  Idle time (ns)                     |   45423074 |     878479 |     920410 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000 |   46301000
  Idle time (%)                      |      98.1% |       1.9% |       2.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     329331 |   27603312 |   27593634 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16287 |     928867 |     922672 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.71% |      3.26% |      3.24% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.82 |       3.16 |       3.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     203265 |   40693613 |   40677856 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        198 |        115 |         49 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
