                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100235753 |  106218531 |  107042054 |  108009262 |  109458196 |  108279396 |  108982671 |  106892753 |  108613722 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800 |  154093800
  IPC                                |       0.65 |       0.69 |       0.69 |       0.70 |       0.71 |       0.70 |       0.71 |       0.69 |       0.70 |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600
  Idle time (ns)                     |   30768853 |   26742265 |   26611420 |   26538551 |   26364595 |   26482121 |   26293635 |   26784318 |   26335962 |   46553584 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600 |   51364600
  Idle time (%)                      |      59.9% |      52.1% |      51.8% |      51.7% |      51.3% |      51.6% |      51.2% |      52.1% |      51.3% |      90.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5544599 |    9433546 |    9502021 |    9619458 |    9738520 |    9644567 |    9716876 |    9569001 |    9647028 |    1567210 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     129475 |     251056 |     247916 |     249256 |     251261 |     250454 |     250344 |     244010 |     248719 |       8025 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      2.59% |      2.54% |      2.53% |      2.52% |      2.53% |      2.51% |      2.49% |      2.51% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       2.36 |       2.32 |       2.31 |       2.30 |       2.31 |       2.30 |       2.28 |       2.29 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11032147 |   10215621 |   10285307 |   10392814 |   10524160 |   10413596 |   10485684 |   10282085 |   10442890 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        717 |         74 |         74 |         74 |         74 |         74 |         76 |         74 |         74 |        145 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25650107 |   27800569 |   27933286 |   28206231 |   28499476 |   28295201 |   28466828 |   27878645 |   28205123 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11856 |     129082 |     129187 |     128995 |     137913 |     129395 |     131713 |     128322 |     128510 |       2364 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.46% |      0.46% |      0.46% |      0.48% |      0.46% |      0.46% |      0.46% |      0.46% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       1.22 |       1.21 |       1.19 |       1.26 |       1.20 |       1.21 |       1.20 |       1.18 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12573 |     129156 |     129261 |     129069 |     137987 |     129469 |     131789 |     128396 |     128584 |       2509 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3377 |       5268 |       5577 |       5246 |       5999 |       5210 |       5526 |       4099 |       5341 |        966 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     26.86% |      4.08% |      4.31% |      4.06% |      4.35% |      4.02% |      4.19% |      3.19% |      4.15% |     38.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
