                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11958227 |  362051445 |  355601412 |  366584734
  Cycles                             |  260484000 |  260484000 |  260484000 |  260484000
  IPC                                |       0.05 |       1.39 |       1.37 |       1.41
  Time (ns)                          |   65121000 |   65121000 |   65121000 |   65121000
  Idle time (ns)                     |   63389734 |    2706056 |    3308086 |    3309372
  Idle time (%)                      |      97.3% |       4.2% |       5.1% |       5.1%
Branch predictor stats               |            |            |            |           
  num correct                        |     871028 |   46696050 |   46222502 |   48265787
  num incorrect                      |      25310 |     841497 |     770118 |     794892
  misprediction rate                 |      2.82% |      1.77% |      1.64% |      1.62%
  mpki                               |       2.12 |       2.32 |       2.17 |       2.17
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1693421 |   39876586 |   38359516 |   40464341
    num misses                       |        199 |         46 |         45 |         45
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4929803 |  143109553 |  140634566 |  145263487
    num misses                       |       2532 |      42220 |      21310 |      18636
    miss rate                        |      0.05% |      0.03% |      0.02% |      0.01%
    mpki                             |       0.21 |       0.12 |       0.06 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |       2731 |      42266 |      21355 |      18681
    num misses                       |        530 |        155 |        208 |        210
    miss rate                        |     19.41% |      0.37% |      0.97% |      1.12%
    mpki                             |       0.04 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1693421 |   39876586 |   38359516 |   40464341
    num cache misses                 |       7209 |       1829 |        997 |       1018
    miss rate                        |      0.43% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.60 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4929803 |  143109553 |  140634566 |  145263487
    num cache misses                 |      42908 |    1080936 |     967904 |     895893
    miss rate                        |      0.87% |      0.76% |      0.69% |      0.62%
    mpki                             |       3.59 |       2.99 |       2.72 |       2.44
  Cache L2                           |            |            |            |           
    num cache accesses               |      59534 |    1380053 |    1230173 |    1090653
    num cache misses                 |      18329 |     848996 |     864574 |     780600
    miss rate                        |     30.79% |     61.52% |     70.28% |     71.57%
    mpki                             |       1.53 |       2.34 |       2.43 |       2.13
  Cache L3                           |            |            |            |           
    num cache accesses               |      27966 |    1146644 |    1125960 |     974448
    num cache misses                 |      13747 |        407 |        187 |        196
    miss rate                        |     49.16% |      0.04% |      0.02% |      0.02%
    mpki                             |       1.15 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |      14513 |          0 |          0 |          0
  average dram access latency (ns)   |      72.69 |        inf |        inf |        inf
  average dram queueing delay        |      19.26 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       9283 |         72 |         19 |         25
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
