Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	823100	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	892600	28776.978417	14388.489258	14388.489209	0.000000	100.000000
2	0	5592000	629.075888	419.383911	212.793123	0.000000	100.000000
3	0	10208900	426.175712	319.631775	216.595551	0.000000	100.000000
4	0	14034100	378.472485	302.777985	261.424239	0.000000	100.000000
5	0	18639300	336.772151	280.643463	217.145835	0.000000	100.000000
6	0	24067700	301.145212	258.124481	184.216344	0.000000	100.000000
7	0	30176700	272.538973	238.471603	163.692912	0.000000	100.000000
8	0	40373200	227.559475	202.275085	98.072868	0.000000	100.000000
9	0	47824800	212.758262	191.482437	134.199367	0.000000	100.000000
10	0	53207700	209.985377	190.895798	185.773468	0.000000	100.000000
11	0	60643800	200.599458	183.882828	134.479095	0.000000	100.000000
12	0	70038400	187.819745	173.372070	106.444127	0.000000	100.000000
13	0	73828100	191.767687	178.070007	263.873130	0.000000	100.000000
14	0	78136800	194.014774	181.080460	232.088565	0.000000	100.000000
15	0	82732900	195.336822	183.128265	217.575771	0.000000	100.000000
16	0	88205300	194.547631	183.103653	182.735180	0.000000	100.000000
