Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	439183300	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	440134600	2102.386208	1051.193115	1051.193104	0.000000	100.000000
2	0	440156900	3081.347576	2054.231689	44843.049327	0.000000	100.000000
3	0	440162000	4087.054256	3065.290527	196078.431373	0.000000	100.000000
4	1	440809300	3075.030750	2460.024658	1544.878727	0.000000	100.000000
5	1	440813900	3679.627131	3066.355957	217391.304348	0.000000	100.000000
6	1	440837100	4232.676261	3628.008057	43103.448276	0.000000	100.000000
7	2	441411200	3590.825441	3141.972168	1741.856819	0.000000	100.000000
8	2	441446600	3976.494499	3534.661865	28248.587571	0.000000	100.000000
9	2	441457000	4398.117606	3958.305908	96153.846154	0.000000	100.000000
10	3	441995900	3910.972054	3555.429199	1855.631843	0.000000	100.000000
11	3	442008900	4246.885617	3892.978271	76923.076923	0.000000	100.000000
12	3	442033600	4560.923412	4210.083008	40485.829960	0.000000	100.000000
13	4	442561900	4143.728171	3847.747559	1892.863903	0.000000	100.000000
14	4	442566300	4433.934378	4138.338867	227272.727273	0.000000	100.000000
15	4	442571100	4722.828975	4427.652344	208333.333333	0.000000	100.000000
16	5	443067100	4377.156393	4119.676758	2016.129032	0.000000	100.000000
17	5	443092800	4604.169331	4348.381836	38910.505837	0.000000	100.000000
18	5	443105100	4844.714162	4589.729004	81300.813008	0.000000	100.000000
19	6	443591900	4536.587579	4309.758301	2054.231717	0.000000	100.000000
20	6	443600800	4753.820034	4527.447754	112359.550562	0.000000	100.000000
21	6	443617500	4961.436110	4735.916504	59880.239521	0.000000	100.000000
22	7	444116300	4662.477194	4459.760742	2004.811548	0.000000	100.000000
23	7	444120800	4860.759494	4658.228027	222222.222222	0.000000	100.000000
24	7	444130000	5053.874300	4851.719238	108695.652174	0.000000	100.000000
25	8	444595100	4804.316494	4619.535156	2150.075253	0.000000	100.000000
26	8	444608800	4976.499862	4792.185059	72992.700730	0.000000	100.000000
27	8	444651800	5120.234068	4937.368652	23255.813953	0.000000	100.000000
28	9	445130700	4876.080304	4707.939453	2088.118605	0.000000	100.000000
29	9	445135300	5040.322581	4872.312012	217391.304348	0.000000	100.000000
30	9	445164400	5182.993095	5015.799805	34364.261168	0.000000	100.000000
31	10	445648000	4949.959008	5441.288574	2067.824648	0.000000	100.000000
32	10	445665600	5090.785678	5445.931152	56818.181818	0.000000	100.000000
33	10	445670100	5241.413332	5446.524414	222222.222222	0.000000	100.000000
34	11	446166800	5011.813561	5599.626953	2013.287699	0.000000	100.000000
