                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2380158 |  186846120 |  186839633 |  224195764 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800 |  145273800
  IPC                                |       0.02 |       1.29 |       1.29 |       1.54 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900
  Idle time (ns)                     |   71402940 |   13179093 |   13179334 |    1233737 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900 |   72636900
  Idle time (%)                      |      98.3% |      18.1% |      18.1% |       1.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     329325 |   17736135 |   17735316 |   21276568 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      15873 |     618181 |     618108 |     745359 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.60% |      3.37% |      3.37% |      3.38% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.67 |       3.31 |       3.31 |       3.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     203080 |   26515194 |   26514347 |   31815659 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
