                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2412742 |  449687528 |  449579709 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200 |  281395200
  IPC                                |       0.01 |       1.60 |       1.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800
  Idle time (ns)                     |   69466706 |     882236 |     913816 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800 |   70348800
  Idle time (%)                      |      98.7% |       1.3% |       1.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333099 |   43264089 |   43252240 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16707 |    1402846 |    1398559 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.78% |      3.14% |      3.13% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.92 |       3.12 |       3.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
