                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   98925474 |  527589898 |  528079885 |   25096242
  Cycles                             |  389705200 |  389705200 |  389705200 |  389705200
  IPC                                |       0.25 |       1.35 |       1.36 |       0.06
  Time (ns)                          |   97426300 |   97426300 |   97426300 |   97426300
  Idle time (ns)                     |   85248718 |   15368227 |   15169792 |   94712504
  Idle time (%)                      |      87.5% |      15.8% |      15.6% |      97.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    5441696 |   49984462 |   50055048 |    1567394
  num incorrect                      |     129913 |    1262253 |    1272174 |       7856
  misprediction rate                 |      2.33% |      2.46% |      2.48% |      0.50%
  mpki                               |       1.31 |       2.39 |       2.41 |       0.31
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11486476 |   48435042 |   48502679 |    2796947
    num misses                       |       1023 |         94 |         92 |         85
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25268218 |  134300520 |  134308539 |    7855938
    num misses                       |       9956 |     521496 |     535328 |       2334
    miss rate                        |      0.04% |      0.39% |      0.40% |      0.03%
    mpki                             |       0.10 |       0.99 |       1.01 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      10979 |     521590 |     535420 |       2419
    num misses                       |       3038 |      19416 |      32586 |        954
    miss rate                        |     27.67% |      3.72% |      6.09% |     39.44%
    mpki                             |       0.03 |       0.04 |       0.06 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11486476 |   48435042 |   48502679 |    2796947
    num cache misses                 |      19610 |    1217127 |    1215238 |       5181
    miss rate                        |      0.17% |      2.51% |      2.51% |      0.19%
    mpki                             |       0.20 |       2.31 |       2.30 |       0.21
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25268218 |  134300520 |  134308539 |    7855938
    num cache misses                 |     376382 |    3824005 |    3800969 |     140022
    miss rate                        |      1.49% |      2.85% |      2.83% |      1.78%
    mpki                             |       3.80 |       7.25 |       7.20 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     410439 |    5042068 |    5016829 |     145211
    num cache misses                 |     365444 |     285349 |     251570 |     124488
    miss rate                        |     89.04% |      5.66% |      5.01% |     85.73%
    mpki                             |       3.69 |       0.54 |       0.48 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     380592 |     286657 |     253571 |     124496
    num cache misses                 |      58645 |      28200 |       3007 |      44444
    miss rate                        |     15.41% |      9.84% |      1.19% |     35.70%
    mpki                             |       0.59 |       0.05 |       0.01 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     138158 |          0 |          0 |          0
  average dram access latency (ns)   |   14421.83 |        inf |        inf |        inf
  average dram queueing delay        |   14368.40 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28103 |       3306 |       2418 |       6340
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
