                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2403541 |    2077516 |    1073954 |    1281239
  Cycles                             |    4671600 |    4671600 |    4671600 |    4671600
  IPC                                |       0.51 |       0.44 |       0.23 |       0.27
  Time (ns)                          |    1167900 |    1167900 |    1167900 |    1167900
  Idle time (ns)                     |     317021 |     857866 |     945437 |     904479
  Idle time (%)                      |      27.1% |      73.5% |      81.0% |      77.4%
Branch predictor stats               |            |            |            |           
  num correct                        |     331789 |     232966 |     107412 |     128011
  num incorrect                      |      16370 |       5618 |       4753 |       5531
  misprediction rate                 |      4.70% |      2.35% |      4.24% |      4.14%
  mpki                               |       6.81 |       2.70 |       4.43 |       4.32
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     204423 |     287726 |     144286 |     172222
    num misses                       |        197 |        201 |         68 |         68
    miss rate                        |      0.10% |      0.07% |      0.05% |      0.04%
    mpki                             |       0.08 |       0.10 |       0.06 |       0.05
  D-TLB                              |            |            |            |           
    num accesses                     |     815533 |     843378 |     378384 |     451031
    num misses                       |       1522 |        447 |        229 |        209
    miss rate                        |      0.19% |      0.05% |      0.06% |      0.05%
    mpki                             |       0.63 |       0.22 |       0.21 |       0.16
  L2 TLB                             |            |            |            |           
    num accesses                     |       1719 |        648 |        297 |        277
    num misses                       |        479 |        280 |        186 |        178
    miss rate                        |     27.87% |     43.21% |     62.63% |     64.26%
    mpki                             |       0.20 |       0.13 |       0.17 |       0.14
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     204423 |     287726 |     144286 |     172222
    num cache misses                 |       2895 |       3529 |       2133 |       2428
    miss rate                        |      1.42% |      1.23% |      1.48% |      1.41%
    mpki                             |       1.20 |       1.70 |       1.99 |       1.90
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     815533 |     843378 |     378384 |     451031
    num cache misses                 |      17525 |       5811 |       5192 |       5941
    miss rate                        |      2.15% |      0.69% |      1.37% |      1.32%
    mpki                             |       7.29 |       2.80 |       4.83 |       4.64
  Cache L2                           |            |            |            |           
    num cache accesses               |      20872 |       9660 |       7623 |       8744
    num cache misses                 |      13638 |       3814 |       3301 |       3586
    miss rate                        |     65.34% |     39.48% |     43.30% |     41.01%
    mpki                             |       5.67 |       1.84 |       3.07 |       2.80
  Cache L3                           |            |            |            |           
    num cache accesses               |      14096 |       4142 |       3606 |       3969
    num cache misses                 |      11958 |       2275 |       2288 |       2441
    miss rate                        |     84.83% |     54.93% |     63.45% |     61.50%
    mpki                             |       4.98 |       1.10 |       2.13 |       1.91
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18881 |          0 |          0 |          0
  average dram access latency (ns)   |     141.33 |        inf |        inf |        inf
  average dram queueing delay        |      87.90 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     13.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8172 |        426 |        603 |        523
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
