                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2403541 |    2077502 |    1073896 |    1282430
  Cycles                             |    4662400 |    4662400 |    4662400 |    4662400
  IPC                                |       0.52 |       0.45 |       0.23 |       0.28
  Time (ns)                          |    1165600 |    1165600 |    1165600 |    1165600
  Idle time (ns)                     |     315698 |     855283 |     944332 |     903370
  Idle time (%)                      |      27.1% |      73.4% |      81.0% |      77.5%
Branch predictor stats               |            |            |            |           
  num correct                        |     331790 |     232982 |     107445 |     128222
  num incorrect                      |      16369 |       5618 |       4732 |       5486
  misprediction rate                 |      4.70% |      2.35% |      4.22% |      4.10%
  mpki                               |       6.81 |       2.70 |       4.41 |       4.28
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     204423 |     287745 |     144273 |     172365
    num misses                       |        192 |        160 |         68 |         68
    miss rate                        |      0.09% |      0.06% |      0.05% |      0.04%
    mpki                             |       0.08 |       0.08 |       0.06 |       0.05
  D-TLB                              |            |            |            |           
    num accesses                     |     815512 |     843388 |     378360 |     451533
    num misses                       |       1364 |        419 |        217 |        187
    miss rate                        |      0.17% |      0.05% |      0.06% |      0.04%
    mpki                             |       0.57 |       0.20 |       0.20 |       0.15
  L2 TLB                             |            |            |            |           
    num accesses                     |       1556 |        579 |        285 |        255
    num misses                       |        467 |        278 |        183 |        181
    miss rate                        |     30.01% |     48.01% |     64.21% |     70.98%
    mpki                             |       0.19 |       0.13 |       0.17 |       0.14
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     204423 |     287745 |     144273 |     172365
    num cache misses                 |       2883 |       3527 |       2134 |       2437
    miss rate                        |      1.41% |      1.23% |      1.48% |      1.41%
    mpki                             |       1.20 |       1.70 |       1.99 |       1.90
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     815512 |     843388 |     378360 |     451533
    num cache misses                 |      17530 |       5812 |       5197 |       5954
    miss rate                        |      2.15% |      0.69% |      1.37% |      1.32%
    mpki                             |       7.29 |       2.80 |       4.84 |       4.64
  Cache L2                           |            |            |            |           
    num cache accesses               |      20863 |       9660 |       7629 |       8766
    num cache misses                 |      13591 |       3817 |       3296 |       3602
    miss rate                        |     65.14% |     39.51% |     43.20% |     41.09%
    mpki                             |       5.65 |       1.84 |       3.07 |       2.81
  Cache L3                           |            |            |            |           
    num cache accesses               |      14047 |       4147 |       3601 |       3985
    num cache misses                 |      11959 |       2282 |       2295 |       2442
    miss rate                        |     85.14% |     55.03% |     63.73% |     61.28%
    mpki                             |       4.98 |       1.10 |       2.14 |       1.90
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18882 |          0 |          0 |          0
  average dram access latency (ns)   |     139.98 |        inf |        inf |        inf
  average dram queueing delay        |      86.56 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     13.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8169 |        427 |        621 |        509
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
