                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99452793 |  607915223 |  605908131 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800 |  445261800
  IPC                                |       0.22 |       1.37 |       1.36 |       0.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900
  Idle time (ns)                     |  195063404 |   34368372 |   34673388 |  216279548 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900 |  222630900
  Idle time (%)                      |      87.6% |      15.4% |      15.6% |      97.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5480508 |   58091920 |   57873938 |    1567208 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127922 |    1076125 |    1069984 |       8030 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      1.82% |      1.82% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       1.77 |       1.77 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10941475 |   54279934 |   54093320 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        856 |         94 |         91 |         95 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
