Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	824800	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	894400	28735.632184	14367.816406	14367.816092	0.000000	100.000000
2	0	7023700	483.956831	322.637878	163.150768	0.000000	100.000000
3	0	13051400	327.155546	245.366669	165.900758	0.000000	100.000000
4	0	17912400	292.609846	234.087875	205.718988	0.000000	100.000000
5	0	23942400	259.542513	216.285431	165.837479	0.000000	100.000000
6	0	31108200	231.149739	198.128342	139.551760	0.000000	100.000000
7	0	38219900	213.931772	187.190308	140.613355	0.000000	100.000000
8	0	44180800	207.583725	184.518860	167.759902	0.000000	100.000000
9	0	52945200	191.863455	172.677109	114.097942	0.000000	100.000000
10	0	58994800	189.100911	171.909912	165.300185	0.000000	100.000000
11	0	65042000	186.865824	171.293671	165.365789	0.000000	100.000000
12	0	72251900	182.003749	168.003464	138.698179	0.000000	100.000000
13	0	78287000	180.733313	167.823776	165.697337	0.000000	100.000000
14	0	86664400	174.744524	163.094894	119.368778	0.000000	100.000000
15	0	92606200	174.327260	163.431808	168.299169	0.000000	100.000000
16	0	101392500	169.040358	159.096817	113.813551	0.000000	100.000000
