                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99628916 |   87031545 |   87521366 |   85489672 |   87113148 |   87190684 |   87574035 |   88443211 |   87509479 |   87198739 |   87646244 |   25096056 |          0 |          0 |          0 |          0
  Cycles                             |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200 |  148527200
  IPC                                |       0.67 |       0.59 |       0.59 |       0.58 |       0.59 |       0.59 |       0.59 |       0.60 |       0.59 |       0.59 |       0.59 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800 |   37131800
  Idle time (ns)                     |   19984672 |   22287759 |   22260608 |   22161937 |   22244080 |   22219155 |   22076356 |   22155587 |   22230384 |   22152635 |   22208431 |   33099702 |   37131800 |   37131800 |   37131800 |   37131800
  Idle time (%)                      |      53.8% |      60.0% |      60.0% |      59.7% |      59.9% |      59.8% |      59.5% |      59.7% |      59.9% |      59.7% |      59.8% |      89.1% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5503645 |    7711316 |    7769385 |    7612337 |    7745990 |    7768612 |    7784148 |    7864572 |    7778581 |    7770876 |    7794911 |    1567263 |          0 |          0 |          0 |          0
  num incorrect                      |     128468 |     202987 |     203483 |     198891 |     203039 |     203055 |     201575 |     206096 |     203647 |     202553 |     203019 |       7972 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      2.56% |      2.55% |      2.55% |      2.55% |      2.55% |      2.52% |      2.55% |      2.55% |      2.54% |      2.54% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       2.33 |       2.32 |       2.33 |       2.33 |       2.33 |       2.30 |       2.33 |       2.33 |       2.32 |       2.32 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10967173 |    8511010 |    8558084 |    8367896 |    8526422 |    8532573 |    8556352 |    8651368 |    8565712 |    8530243 |    8574119 |    2800756 |          0 |          0 |          0 |          0
    num misses                       |        842 |         73 |         73 |         73 |         73 |         73 |         76 |         73 |         66 |         66 |         66 |         84 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25490601 |   22870816 |   22985031 |   22345535 |   22882383 |   22882831 |   23078349 |   23241143 |   22945563 |   22885236 |   22987704 |    7855931 |          0 |          0 |          0 |          0
    num misses                       |      11844 |      81634 |      80058 |      75409 |      76690 |      77032 |      76282 |      80756 |      77403 |      77678 |      81883 |       2336 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.36% |      0.35% |      0.34% |      0.34% |      0.34% |      0.33% |      0.35% |      0.34% |      0.34% |      0.36% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.94 |       0.91 |       0.88 |       0.88 |       0.88 |       0.87 |       0.91 |       0.88 |       0.89 |       0.93 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12686 |      81707 |      80131 |      75482 |      76763 |      77105 |      76358 |      80829 |      77469 |      77744 |      81949 |       2420 |          0 |          0 |          0 |          0
    num misses                       |       3425 |       3031 |       1880 |       1832 |       2239 |       1674 |       1783 |       2272 |       2053 |       1616 |       2800 |        947 |          0 |          0 |          0 |          0
    miss rate                        |     27.00% |      3.71% |      2.35% |      2.43% |      2.92% |      2.17% |      2.34% |      2.81% |      2.65% |      2.08% |      3.42% |     39.13% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.03 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
