                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100927678 |  130731002 |  128351275 |  128771335 |  129901972 |  128480480 |  128033691 |  129692021 |  132871318 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500 |  171535500
  IPC                                |       0.59 |       0.76 |       0.75 |       0.75 |       0.76 |       0.75 |       0.75 |       0.76 |       0.77 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500
  Idle time (ns)                     |   36505625 |   26549581 |   26876328 |   26720485 |   26610182 |   26791738 |   26615640 |   26758119 |   26230380 |   52370470 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500 |   57178500
  Idle time (%)                      |      63.8% |      46.4% |      47.0% |      46.7% |      46.5% |      46.9% |      46.5% |      46.8% |      45.9% |      91.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5590330 |   12251182 |   11971630 |   12096852 |   12125459 |   11894246 |   11964822 |   12118031 |   12401008 |    1567210 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127644 |     307240 |     306365 |     304427 |     305758 |     305874 |     306598 |     306912 |     311132 |       8025 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.23% |      2.45% |      2.50% |      2.45% |      2.46% |      2.51% |      2.50% |      2.47% |      2.45% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.26 |       2.35 |       2.39 |       2.36 |       2.35 |       2.38 |       2.39 |       2.37 |       2.34 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11107691 |   12424776 |   12174688 |   12237123 |   12334426 |   12168740 |   12156121 |   12316232 |   12621174 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        733 |         73 |         73 |         73 |         74 |         76 |         66 |         67 |         66 |         89 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25861875 |   33793324 |   33323951 |   33286198 |   33513209 |   33380219 |   33173030 |   33528242 |   34247940 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      17528 |     133265 |     133429 |     134221 |     131218 |     142787 |     131918 |     150443 |     138326 |       2413 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.07% |      0.39% |      0.40% |      0.40% |      0.39% |      0.43% |      0.40% |      0.45% |      0.40% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.17 |       1.02 |       1.04 |       1.04 |       1.01 |       1.11 |       1.03 |       1.16 |       1.04 |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      18261 |     133338 |     133502 |     134294 |     131292 |     142863 |     131984 |     150510 |     138392 |       2502 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3420 |       9014 |       8998 |       7643 |       9020 |       8795 |       9178 |       9921 |       9133 |        965 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     18.73% |      6.76% |      6.74% |      5.69% |      6.87% |      6.16% |      6.95% |      6.59% |      6.60% |     38.57% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11107691 |   12424776 |   12174688 |   12237123 |   12334426 |   12168740 |   12156121 |   12316232 |   12621174 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19618 |     312426 |     311164 |     308397 |     308317 |     307530 |     307808 |     307917 |     313732 |       4858 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.51% |      2.56% |      2.52% |      2.50% |      2.53% |      2.53% |      2.50% |      2.49% |      0.17% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.19 |       2.39 |       2.42 |       2.39 |       2.37 |       2.39 |       2.40 |       2.37 |       2.36 |       0.19 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25861875 |   33793324 |   33323951 |   33286198 |   33513209 |   33380219 |   33173030 |   33528242 |   34247940 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376261 |     932352 |     926743 |     922248 |     917289 |     957581 |     919468 |     922192 |     937069 |     139852 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.45% |      2.76% |      2.78% |      2.77% |      2.74% |      2.87% |      2.77% |      2.75% |      2.74% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.73 |       7.13 |       7.22 |       7.16 |       7.06 |       7.45 |       7.18 |       7.11 |       7.05 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450892 |    1249665 |    1241697 |    1234796 |    1229968 |    1270162 |    1232641 |    1234163 |    1255714 |     146233 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     362447 |      94203 |      95674 |      99324 |     102223 |     129577 |     101908 |      95644 |      94628 |     123517 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.38% |      7.54% |      7.71% |      8.04% |      8.31% |     10.20% |      8.27% |      7.75% |      7.54% |     84.47% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.59 |       0.72 |       0.75 |       0.77 |       0.79 |       1.01 |       0.80 |       0.74 |       0.71 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     342300 |          0 |          0 |          0 |     397766 |          0 |          0 |          0 |     371329 |          0 |          0 |          0 |     397612 |          0 |          0 |          0
  average dram access latency (ns)   |     174.96 |        inf |        inf |        inf |     158.11 |        inf |        inf |        inf |     167.13 |        inf |        inf |        inf |     160.49 |        inf |        inf |        inf
  average dram queueing delay        |     121.53 |       0.00 |       0.00 |       0.00 |     104.68 |       0.00 |       0.00 |       0.00 |     113.70 |       0.00 |       0.00 |       0.00 |     107.07 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186956 |      61007 |      62385 |      63670 |      66372 |      62663 |      66695 |      61485 |      61901 |      49333 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3114 |      10445 |      10509 |      10781 |      10957 |       9900 |      10379 |      11354 |      10249 |        205 |          0 |          0 |          0 |          0 |          0 |          0
