                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100793283 |  114190903 |  115498063 |  115448432 |  116386957 |  114059306 |  115852355 |  115173333 |  114864014 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200 |  159967200
  IPC                                |       0.63 |       0.71 |       0.72 |       0.72 |       0.73 |       0.71 |       0.72 |       0.72 |       0.72 |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400
  Idle time (ns)                     |   32744467 |   26778435 |   26462649 |   26638621 |   26232271 |   26677834 |   26513045 |   26633047 |   26575517 |   48514914 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400 |   53322400
  Idle time (%)                      |      61.4% |      50.2% |      49.6% |      50.0% |      49.2% |      50.0% |      49.7% |      49.9% |      49.8% |      91.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5582701 |   10381392 |   10549293 |   10515852 |   10592221 |   10323488 |   10553592 |   10490015 |   10414775 |    1567247 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     126336 |     270321 |     274254 |     271526 |     272527 |     269617 |     272632 |     270484 |     269905 |       7991 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.21% |      2.54% |      2.53% |      2.52% |      2.51% |      2.55% |      2.52% |      2.51% |      2.53% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.25 |       2.37 |       2.37 |       2.35 |       2.34 |       2.36 |       2.35 |       2.35 |       2.35 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11092570 |   11038139 |   11181448 |   11165552 |   11257644 |   11011345 |   11207614 |   11135977 |   11098960 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        861 |         73 |         73 |         73 |         73 |         76 |         66 |         66 |         66 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25821684 |   29968834 |   30298856 |   30212975 |   30357381 |   30028163 |   30352039 |   30177004 |   30049804 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11404 |     131328 |     132814 |     133282 |     130324 |     132728 |     133027 |     133387 |     129864 |       2359 |          0 |          0 |          0 |          0 |          0 |          0
