                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98884942 |  136192724 |  136565285 |  136737773 |  135986306 |  136514082 |  137849137 |  136944805 |  137872214 |   25096094 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000 |  174408000
  IPC                                |       0.57 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.79 |       0.79 |       0.79 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000
  Idle time (ns)                     |   37744649 |   26559739 |   26536840 |   26524131 |   26364922 |   26592701 |   26349270 |   26225589 |   26375069 |   53332136 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000 |   58136000
  Idle time (%)                      |      64.9% |      45.7% |      45.6% |      45.6% |      45.4% |      45.7% |      45.3% |      45.1% |      45.4% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5448650 |   12833273 |   12833835 |   12856413 |   12715108 |   12801815 |   12900743 |   12876659 |   12946994 |    1567286 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128142 |     313139 |     312086 |     312167 |     311331 |     315588 |     311613 |     315283 |     315559 |       7952 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.38% |      2.37% |      2.37% |      2.39% |      2.41% |      2.36% |      2.39% |      2.38% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.30 |       2.30 |       2.29 |       2.28 |       2.29 |       2.31 |       2.26 |       2.30 |       2.29 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10884178 |   12671354 |   12705054 |   12724162 |   12640215 |   12694911 |   12798526 |   12755643 |   12821710 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        858 |         92 |         92 |         92 |         92 |         94 |         97 |         92 |         92 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25245818 |   34725220 |   34816532 |   34811067 |   34611296 |   34770455 |   35209852 |   34789020 |   35099944 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      22221 |     139158 |     137789 |     137959 |     139530 |     138423 |     137511 |     147945 |     135780 |       2372 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.09% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.39% |      0.43% |      0.39% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.22 |       1.02 |       1.01 |       1.01 |       1.03 |       1.01 |       1.00 |       1.08 |       0.98 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
