Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	437591400	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	438060800	4260.758415	2130.379150	2130.379207	0.000000	100.000000
2	0	438083900	6091.370558	4060.913818	43290.043290	0.000000	100.000000
3	0	438089000	8038.585209	6028.938477	196078.431373	0.000000	100.000000
4	1	438296400	7092.198582	5673.758789	4821.600771	0.000000	100.000000
5	1	438307100	8383.400866	6986.167480	93457.943925	0.000000	100.000000
6	1	438318400	9628.610729	8253.094727	88495.575221	0.000000	100.000000
7	2	438522900	8588.298443	7514.761719	4889.975550	0.000000	100.000000
8	2	438527000	9619.495511	8550.663086	243902.439024	0.000000	100.000000
9	2	438531400	10638.297872	9574.467773	227272.727273	0.000000	100.000000
10	3	438732200	9642.356241	8765.778320	4980.079681	0.000000	100.000000
11	3	438737400	10471.204188	9598.603516	192307.692308	0.000000	100.000000
12	3	438741200	11306.314142	10436.597656	263157.894737	0.000000	100.000000
13	4	438942500	10361.927318	9621.790039	4967.709886	0.000000	100.000000
14	4	438946900	11066.027296	10328.291992	227272.727273	0.000000	100.000000
15	4	438951600	11762.976033	11027.790039	212765.957447	0.000000	100.000000
16	5	439151400	10897.435897	10256.410156	5005.005005	0.000000	100.000000
17	5	439155600	11507.479862	10868.175781	238095.238095	0.000000	100.000000
18	5	439159900	12113.484221	11475.932617	232558.139535	0.000000	100.000000
19	6	439357400	11325.028313	10758.777344	5063.291139	0.000000	100.000000
20	6	439361700	11862.396204	11297.520508	232558.139535	0.000000	100.000000
21	6	439367800	12384.598063	11821.662109	163934.426230	0.000000	100.000000
22	7	439563700	11661.511940	11154.489258	5104.645227	0.000000	100.000000
23	7	439567900	12142.676448	11636.731445	238095.238095	0.000000	100.000000
24	7	439572200	12621.163166	12116.316406	232558.139535	0.000000	100.000000
25	8	439768200	11944.138184	11484.748047	5102.040816	0.000000	100.000000
26	8	439772500	12379.074779	11920.590820	232558.139535	0.000000	100.000000
27	8	439778200	12804.097311	12346.807617	175438.596491	0.000000	100.000000
28	9	439971900	12182.314640	11762.234375	5162.622612	0.000000	100.000000
29	9	439976600	12577.561630	12158.309570	212765.957447	0.000000	100.000000
30	9	439981000	12972.882491	12554.402344	227272.727273	0.000000	100.000000
31	10	440175000	12385.818238	14189.763672	5154.639175	0.000000	100.000000
32	10	440179000	12753.130314	14319.125977	250000.000000	0.000000	100.000000
33	10	440186600	13101.109741	14302.059570	131578.947368	0.000000	100.000000
34	11	440379400	12553.802009	14402.303711	5186.721992	0.000000	100.000000
35	11	440382500	12898.140518	14455.044922	322580.645161	0.000000	100.000000
36	11	440388600	13227.513228	14491.354492	163934.426230	0.000000	100.000000
37	12	440583200	12701.383782	14560.986328	5138.746146	0.000000	100.000000
38	12	440587300	13017.790981	14560.986328	243902.439024	0.000000	100.000000
39	12	440593100	13325.782057	14551.097656	172413.793103	0.000000	100.000000
40	13	440786200	12833.354201	14605.648438	5178.663905	0.000000	100.000000
41	13	440790400	13129.102845	14612.761719	238095.238095	0.000000	100.000000
42	13	440797700	13411.096903	14587.891602	136986.301370	0.000000	100.000000
43	14	440992800	12935.849944	14632.004883	5125.576627	0.000000	100.000000
44	14	441003100	13189.905326	14590.020508	97087.378641	0.000000	100.000000
45	14	441019900	13416.946186	14504.665039	59523.809524	0.000000	100.000000
46	15	441215200	12969.810696	14536.291992	5120.327701	0.000000	100.000000
47	15	441219300	13230.794675	14536.997070	243902.439024	0.000000	100.000000
48	15	441226500	13479.684190	14516.597656	138888.888889	0.000000	100.000000
49	16	441424300	13044.952908	14514.491211	5055.611729	0.000000	100.000000
50	16	441432200	13278.483649	14489.253906	126582.278481	0.000000	100.000000
51	16	441436500	13523.705495	14501.861328	232558.139535	0.000000	100.000000
52	17	441634500	13108.753184	14487.155273	5050.505051	0.000000	100.000000
53	17	441641500	13333.004123	14467.592773	142857.142857	0.000000	100.000000
54	17	441645500	13566.512913	14469.685547	250000.000000	0.000000	100.000000
55	18	441839800	13181.433010	14481.559570	5146.680391	0.000000	100.000000
56	18	441846600	13395.375071	14464.105469	147058.823529	0.000000	100.000000
57	18	441851900	13613.425654	14466.894531	188679.245283	0.000000	100.000000
58	19	442044400	13249.494723	14475.270508	5194.805195	0.000000	100.000000
59	19	442050400	13455.931823	14466.198242	166666.666667	0.000000	100.000000
60	19	442057900	13657.226016	14444.604492	133333.333333	0.000000	100.000000
61	20	442247000	13317.295300	14478.764648	5288.207298	0.000000	100.000000
62	20	442253400	13513.513514	14462.013672	156250.000000	0.000000	100.000000
63	20	442258500	13713.012363	14479.462891	196078.431373	0.000000	100.000000
64	21	442444600	13393.225089	14526.438477	5373.455132	0.000000	100.000000
65	21	442450600	13582.482713	14506.069336	166666.666667	0.000000	100.000000
66	21	442459500	13763.069781	14486.455078	112359.550562	0.000000	100.000000
67	22	442645900	13453.358394	14544.044922	5364.806867	0.000000	100.000000
68	22	442649700	13640.946563	14546.160156	263157.894737	0.000000	100.000000
69	22	442657400	13817.607580	14532.771484	129870.129870	0.000000	100.000000
70	23	442842000	13522.264122	14592.859375	5417.118093	0.000000	100.000000
71	23	442846800	13700.194086	14588.601562	208333.333333	0.000000	100.000000
72	23	442855300	13868.044606	14580.093750	117647.058824	0.000000	100.000000
73	24	443039100	13583.714228	14660.607422	5440.696409	0.000000	100.000000
74	24	443043000	13757.429012	14706.603516	256410.256410	0.000000	100.000000
75	24	443049400	13924.514474	14781.965820	156250.000000	0.000000	100.000000
76	25	443231000	13653.450599	14882.428711	5506.607930	0.000000	100.000000
77	25	443237100	13815.824433	14867.677734	163934.426230	0.000000	100.000000
