                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1326900936 |    21533723 |    21853786 |    22103451
  Cycles                             |  2189841200 |  2189841200 |  2189841200 |  2189841200
  IPC                                |        0.61 |        0.01 |        0.01 |        0.01
  Time (ns)                          |   547460300 |   547460300 |   547460300 |   547460300
  Idle time (ns)                     |     6830948 |   541095255 |   540920533 |   540726193
  Idle time (%)                      |        1.2% |       98.8% |       98.8% |       98.8%
Branch predictor stats               |             |             |             |            
  num correct                        |   206131494 |     1436799 |     1455458 |     1462248
  num incorrect                      |    19348937 |      145779 |      149093 |      146184
  misprediction rate                 |       8.58% |       9.21% |       9.29% |       9.09%
  mpki                               |       14.58 |        6.77 |        6.82 |        6.61
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   225642418 |     2382104 |     2403726 |     2430955
    num misses                       |         274 |          70 |          77 |          69
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   489826373 |     6892376 |     6983722 |     7073832
    num misses                       |    12373511 |      489322 |      472006 |      525823
    miss rate                        |       2.53% |       7.10% |       6.76% |       7.43%
    mpki                             |        9.33 |       22.72 |       21.60 |       23.79
  L2 TLB                             |             |             |             |            
    num accesses                     |    12373785 |      489392 |      472083 |      525892
    num misses                       |     5778824 |      241613 |      239633 |      252477
    miss rate                        |      46.70% |      49.37% |      50.76% |      48.01%
    mpki                             |        4.36 |       11.22 |       10.97 |       11.42
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   225642418 |     2382104 |     2403726 |     2430955
    num cache misses                 |      917267 |        8925 |        9066 |        9345
    miss rate                        |       0.41% |       0.37% |       0.38% |       0.38%
    mpki                             |        0.69 |        0.41 |        0.41 |        0.42
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   489826373 |     6892376 |     6983722 |     7073832
    num cache misses                 |    15514931 |      441459 |      449137 |      461797
    miss rate                        |       3.17% |       6.41% |       6.43% |       6.53%
    mpki                             |       11.69 |       20.50 |       20.55 |       20.89
  Cache L2                           |             |             |             |            
    num cache accesses               |    17709421 |      450613 |      458350 |      471236
    num cache misses                 |    12844744 |      217409 |      226171 |      258899
    miss rate                        |      72.53% |      48.25% |      49.34% |      54.94%
    mpki                             |        9.68 |       10.10 |       10.35 |       11.71
  Cache L3                           |             |             |             |            
    num cache accesses               |    14123176 |      217638 |      226318 |      258993
    num cache misses                 |     4477017 |        4681 |        5236 |        5168
    miss rate                        |      31.70% |       2.15% |       2.31% |       2.00%
    mpki                             |        3.37 |        0.22 |        0.24 |        0.23
DRAM summary                         |             |             |             |            
  num dram accesses                  |     7116893 |           0 |           0 |           0
  average dram access latency (ns)   |    21189.08 |         inf |         inf |         inf
  average dram queueing delay        |    21135.65 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      10.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |     3631958 |        2645 |        2987 |        3084
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
