                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2380190 |  186846121 |  186840746 |  224194674 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000 |  145264000
  IPC                                |       0.02 |       1.29 |       1.29 |       1.54 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000
  Idle time (ns)                     |   71398976 |   13176136 |   13176612 |    1233210 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000 |   72632000
  Idle time (%)                      |      98.3% |      18.1% |      18.1% |       1.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     329284 |   17742661 |   17741970 |   21282315 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      15930 |     611655 |     611596 |     739473 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.61% |      3.33% |      3.33% |      3.36% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.69 |       3.27 |       3.27 |       3.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     203080 |   26515194 |   26514496 |   31815520 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        186 |         45 |         45 |         45 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
