                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2410259 |  284503760 |  284425684 |  341277835
  Cycles                             |  213829200 |  213829200 |  213829200 |  213829200
  IPC                                |       0.01 |       1.33 |       1.33 |       1.60
  Time (ns)                          |   53457300 |   53457300 |   53457300 |   53457300
  Idle time (ns)                     |   52606494 |    9639529 |    9606052 |     850101
  Idle time (%)                      |      98.4% |      18.0% |      18.0% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     332955 |   27132198 |   27118585 |   32536917
  num incorrect                      |      16598 |     833436 |     835275 |    1001135
  misprediction rate                 |      4.75% |      2.98% |      2.99% |      2.99%
  mpki                               |       6.89 |       2.93 |       2.94 |       2.93
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206655 |   37686210 |   37674712 |   45204262
    num misses                       |        202 |         71 |         45 |         46
    miss rate                        |      0.10% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817085 |  100414649 |  100384398 |  120445243
    num misses                       |       1440 |        210 |        122 |        119
    miss rate                        |      0.18% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.60 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1642 |        281 |        167 |        165
    num misses                       |        487 |        185 |        145 |        148
    miss rate                        |     29.66% |     65.84% |     86.83% |     89.70%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206655 |   37686210 |   37674712 |   45204262
    num cache misses                 |       2890 |       2414 |        794 |        867
    miss rate                        |      1.40% |      0.01% |      0.00% |      0.00%
    mpki                             |       1.20 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817085 |  100414649 |  100384398 |  120445243
    num cache misses                 |      17497 |    1122876 |    1125010 |    1347141
    miss rate                        |      2.14% |      1.12% |      1.12% |      1.12%
    mpki                             |       7.26 |       3.95 |       3.96 |       3.95
  Cache L2                           |            |            |            |           
    num cache accesses               |      20836 |    1125619 |    1126133 |    1348407
    num cache misses                 |      13602 |       3365 |       3027 |       3359
    miss rate                        |     65.28% |      0.30% |      0.27% |      0.25%
    mpki                             |       5.64 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14056 |       3719 |       3378 |       3785
    num cache misses                 |      11956 |       2381 |       2178 |       2420
    miss rate                        |     85.06% |     64.02% |     64.48% |     63.94%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18764 |          0 |          0 |          0
  average dram access latency (ns)   |     186.21 |        inf |        inf |        inf
  average dram queueing delay        |     132.78 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8160 |        693 |        535 |        521
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
