                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100927727 |  128985764 |  131032766 |  128632754 |  129964386 |  129472608 |  129674143 |  127671196 |  131329445 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100 |  171203100
  IPC                                |       0.59 |       0.75 |       0.77 |       0.75 |       0.76 |       0.76 |       0.76 |       0.75 |       0.77 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700
  Idle time (ns)                     |   36403175 |   26657199 |   26489231 |   26688955 |   26636999 |   26450679 |   26640752 |   26850717 |   26521173 |   52264933 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700 |   57067700
  Idle time (%)                      |      63.8% |      46.7% |      46.4% |      46.8% |      46.7% |      46.3% |      46.7% |      47.1% |      46.5% |      91.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5590051 |   12087233 |   12317265 |   11964244 |   12058854 |   12063991 |   12140921 |   11933241 |   12253804 |    1567275 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127927 |     303306 |     306524 |     301482 |     307299 |     302817 |     307236 |     301485 |     304118 |       7963 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.24% |      2.45% |      2.43% |      2.46% |      2.49% |      2.45% |      2.47% |      2.46% |      2.42% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
