                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   37027471 |   88680930 |   33882629 |   32524239 |   38915038 |   38738384 |   44711298 |  141503875 |  113762825 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400 |  182240400
  IPC                                |       0.20 |       0.49 |       0.19 |       0.18 |       0.21 |       0.21 |       0.25 |       0.78 |       0.62 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100
  Idle time (ns)                     |   38863750 |   29686749 |   38607638 |   38533680 |   37216291 |   37226624 |   36100831 |   15409379 |   20939662 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100 |   45560100
  Idle time (%)                      |      85.3% |      65.2% |      84.7% |      84.6% |      81.7% |      81.7% |      79.2% |      33.8% |      46.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1774028 |    3213811 |    1224902 |    1177228 |    1363771 |    1351790 |    1534737 |    4448144 |    3602415 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      70815 |     804570 |     170812 |     179517 |     193461 |     189361 |     194764 |     917965 |     716472 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      3.84% |     20.02% |     12.24% |     13.23% |     12.42% |     12.29% |     11.26% |     17.11% |     16.59% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.91 |       9.07 |       5.04 |       5.52 |       4.97 |       4.89 |       4.36 |       6.49 |       6.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3516206 |   10349833 |    3776605 |    3654783 |    4214750 |    4187603 |    4713377 |   14728777 |   11908262 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        292 |        102 |       2988 |       2959 |       2935 |       2924 |       2928 |       1995 |       2987 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.08% |      0.08% |      0.07% |      0.07% |      0.06% |      0.01% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.09 |       0.09 |       0.08 |       0.08 |       0.07 |       0.01 |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13846576 |   30289490 |   10901872 |   10591804 |   12801608 |   12725668 |   14793597 |   50249300 |   40906159 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      16527 |      21585 |      55299 |      56858 |      86399 |      88943 |     121525 |     189539 |     168492 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.12% |      0.07% |      0.51% |      0.54% |      0.67% |      0.70% |      0.82% |      0.38% |      0.41% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.45 |       0.24 |       1.63 |       1.75 |       2.22 |       2.30 |       2.72 |       1.34 |       1.48 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      16819 |      21687 |      58287 |      59817 |      89334 |      91867 |     124453 |     191534 |     171479 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3865 |        863 |       2011 |       2144 |       4481 |       3829 |       8046 |      32415 |      21704 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     22.98% |      3.98% |      3.45% |      3.58% |      5.02% |      4.17% |      6.47% |     16.92% |     12.66% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
