                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2411349 |  214464107 |  213459272 |  256120865
  Cycles                             |  162206800 |  162206800 |  162206800 |  162206800
  IPC                                |       0.01 |       1.32 |       1.32 |       1.58
  Time (ns)                          |   40551700 |   40551700 |   40551700 |   40551700
  Idle time (ns)                     |   39699173 |    7359660 |    7446317 |     862214
  Idle time (%)                      |      97.9% |      18.1% |      18.4% |       2.1%
Branch predictor stats               |            |            |            |           
  num correct                        |     333144 |   20465661 |   20340784 |   24406159
  num incorrect                      |      16760 |     643091 |     641353 |     766696
  misprediction rate                 |      4.79% |      3.05% |      3.06% |      3.05%
  mpki                               |       6.95 |       3.00 |       3.00 |       2.99
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206661 |   28413352 |   28269731 |   33918913
    num misses                       |        192 |        162 |         68 |         68
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817759 |   75799463 |   75333974 |   90386473
    num misses                       |       1931 |        399 |        200 |        184
    miss rate                        |      0.24% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.80 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       2123 |        561 |        268 |        252
    num misses                       |        485 |        280 |        182 |        182
    miss rate                        |     22.85% |     49.91% |     67.91% |     72.22%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206661 |   28413352 |   28269731 |   33918913
    num cache misses                 |       2927 |      25356 |      23801 |      27629
    miss rate                        |      1.42% |      0.09% |      0.08% |      0.08%
    mpki                             |       1.21 |       0.12 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817759 |   75799463 |   75333974 |   90386473
    num cache misses                 |      17529 |     843436 |     845037 |    1010203
    miss rate                        |      2.14% |      1.11% |      1.12% |      1.12%
    mpki                             |       7.27 |       3.93 |       3.96 |       3.94
  Cache L2                           |            |            |            |           
    num cache accesses               |      20906 |     869113 |     869135 |    1038206
    num cache misses                 |      13709 |       3931 |       3394 |       3718
    miss rate                        |     65.57% |      0.45% |      0.39% |      0.36%
    mpki                             |       5.69 |       0.02 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14165 |       4260 |       3698 |       4101
    num cache misses                 |      11965 |       2278 |       2322 |       2522
    miss rate                        |     84.47% |     53.47% |     62.79% |     61.50%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18967 |          0 |          0 |          0
  average dram access latency (ns)   |     135.42 |        inf |        inf |        inf
  average dram queueing delay        |      81.99 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8168 |        426 |        658 |        541
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
