                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2404176 |     172489 |     152587 |     182735
  Cycles                             |    3688000 |    3688000 |    3688000 |    3688000
  IPC                                |       0.65 |       0.05 |       0.04 |       0.05
  Time (ns)                          |     922000 |     922000 |     922000 |     922000
  Idle time (ns)                     |      75016 |     875504 |     886645 |     879996
  Idle time (%)                      |       8.1% |      95.0% |      96.2% |      95.4%
Branch predictor stats               |            |            |            |           
  num correct                        |     331874 |      24008 |      21401 |      25715
  num incorrect                      |      16224 |       2158 |       1898 |       2161
  misprediction rate                 |      4.66% |      8.25% |      8.15% |      7.75%
  mpki                               |       6.75 |      12.51 |      12.44 |      11.83
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     204585 |      24846 |      22110 |      26492
    num misses                       |        194 |         62 |         62 |         62
    miss rate                        |      0.09% |      0.25% |      0.28% |      0.23%
    mpki                             |       0.08 |       0.36 |       0.41 |       0.34
  D-TLB                              |            |            |            |           
    num accesses                     |     815473 |      66536 |      58793 |      70340
    num misses                       |       1940 |        144 |         87 |        113
    miss rate                        |      0.24% |      0.22% |      0.15% |      0.16%
    mpki                             |       0.81 |       0.83 |       0.57 |       0.62
  L2 TLB                             |            |            |            |           
    num accesses                     |       2134 |        206 |        149 |        175
    num misses                       |        497 |        154 |        142 |        146
    miss rate                        |     23.29% |     74.76% |     95.30% |     83.43%
    mpki                             |       0.21 |       0.89 |       0.93 |       0.80
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     204585 |      24846 |      22110 |      26492
    num cache misses                 |       2853 |       1136 |       1054 |       1232
    miss rate                        |      1.39% |      4.57% |      4.77% |      4.65%
    mpki                             |       1.19 |       6.59 |       6.91 |       6.74
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     815473 |      66536 |      58793 |      70340
    num cache misses                 |      17499 |        646 |        524 |        587
    miss rate                        |      2.15% |      0.97% |      0.89% |      0.83%
    mpki                             |       7.28 |       3.75 |       3.43 |       3.21
  Cache L2                           |            |            |            |           
    num cache accesses               |      20803 |       1822 |       1600 |       1843
    num cache misses                 |      13585 |       1183 |       1064 |       1121
    miss rate                        |     65.30% |     64.93% |     66.50% |     60.82%
    mpki                             |       5.65 |       6.86 |       6.97 |       6.13
  Cache L3                           |            |            |            |           
    num cache accesses               |      14041 |       1224 |       1086 |       1145
    num cache misses                 |      11966 |        437 |        210 |        252
    miss rate                        |     85.22% |     35.70% |     19.34% |     22.01%
    mpki                             |       4.98 |       2.53 |       1.38 |       1.38
DRAM summary                         |            |            |            |           
  num dram accesses                  |      12862 |          0 |          0 |          0
  average dram access latency (ns)   |      68.50 |        inf |        inf |        inf
  average dram queueing delay        |      15.07 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8157 |         97 |         61 |         73
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
