                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98057376 |  103624572 |  101781324 |  103303702 |  103664364 |  102328536 |  101971577 |  103324108 |  105030838 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100 |  146741100
  IPC                                |       0.67 |       0.71 |       0.69 |       0.70 |       0.71 |       0.70 |       0.69 |       0.70 |       0.72 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700
  Idle time (ns)                     |   28628451 |   26159341 |   26469850 |   26271178 |   26193301 |   26339310 |   26442993 |   26019437 |   26018534 |   44104879 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700 |   48913700
  Idle time (%)                      |      58.5% |      53.5% |      54.1% |      53.7% |      53.6% |      53.8% |      54.1% |      53.2% |      53.2% |      90.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5389491 |    9049592 |    8864181 |    8997942 |    9033725 |    8910338 |    8815788 |    8929152 |    9109204 |    1567212 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128235 |     231770 |     231143 |     230997 |     232750 |     233382 |     229247 |     237053 |     234044 |       8023 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.32% |      2.50% |      2.54% |      2.50% |      2.51% |      2.55% |      2.53% |      2.59% |      2.50% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.31 |       2.24 |       2.27 |       2.24 |       2.25 |       2.28 |       2.25 |       2.29 |       2.23 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10793911 |   10036560 |    9854418 |    9994745 |   10033260 |    9908920 |    9853943 |    9980183 |   10161327 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        858 |         91 |         91 |         91 |         91 |         91 |         91 |         94 |         84 |         95 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   24997811 |   26956200 |   26583498 |   26844720 |   26963968 |   26705341 |   26562115 |   27171969 |   27268851 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11532 |      93966 |      93711 |      94023 |      93570 |      93610 |      96697 |      95342 |      95323 |       2355 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.36% |      0.35% |      0.35% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.91 |       0.92 |       0.91 |       0.90 |       0.91 |       0.95 |       0.92 |       0.91 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12390 |      94057 |      93802 |      94114 |      93661 |      93701 |      96788 |      95436 |      95407 |       2450 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3450 |       2328 |       2284 |       2962 |       2384 |       2314 |       3613 |       2345 |       2220 |        948 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.85% |      2.48% |      2.43% |      3.15% |      2.55% |      2.47% |      3.73% |      2.46% |      2.33% |     38.69% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.04 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.04 |       0.02 |       0.02 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10793911 |   10036560 |    9854418 |    9994745 |   10033260 |    9908920 |    9853943 |    9980183 |   10161327 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
