Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	823700	0.000000	0.000000	0.000000	0.000000	100.000000
1	5	830500	294117.647059	147058.828125	147058.823529	0.000000	100.000000
2	10	838600	201342.281879	134228.187500	123456.790123	0.000000	100.000000
3	0	843700	200000.000000	150000.000000	196078.431373	0.000000	100.000000
4	6	9700500	563.266042	450.612823	112.907596	0.000000	100.000000
5	1	9705500	675.538742	562.948975	200000.000000	0.000000	100.000000
6	11	9709600	787.764886	675.227051	243902.439024	0.000000	100.000000
7	7	18515400	452.189445	395.665771	113.561516	0.000000	100.000000
8	2	18530300	508.285046	451.808929	67114.093960	0.000000	100.000000
9	12	18533500	564.659115	508.193207	312500.000000	0.000000	100.000000
10	8	27304100	415.401580	377.637787	114.017285	0.000000	100.000000
11	3	27330100	452.720852	414.994110	38461.538462	0.000000	100.000000
12	13	27333500	490.384688	452.662781	294117.647059	0.000000	100.000000
13	9	36082500	397.063995	368.702271	114.298777	0.000000	100.000000
14	4	36120100	424.972518	396.640991	26595.744681	0.000000	100.000000
15	14	36123300	453.262926	424.933990	312500.000000	0.000000	100.000000
16	15	44913400	385.577584	362.896545	113.764349	0.000000	100.000000
