                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2412447 |  285371729 |  285389616 |  342414837
  Cycles                             |  214915200 |  214915200 |  214915200 |  214915200
  IPC                                |       0.01 |       1.33 |       1.33 |       1.59
  Time (ns)                          |   53728800 |   53728800 |   53728800 |   53728800
  Idle time (ns)                     |   52873729 |    9661274 |    9695882 |     867406
  Idle time (%)                      |      98.4% |      18.0% |      18.0% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     333208 |   27219448 |   27223789 |   32657855
  num incorrect                      |      16792 |     831025 |     829274 |     996382
  misprediction rate                 |      4.80% |      2.96% |      2.96% |      2.96%
  mpki                               |       6.96 |       2.91 |       2.91 |       2.91
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206810 |   37744205 |   37746697 |   45287881
    num misses                       |        196 |         65 |         65 |         65
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     818285 |  100687510 |  100694322 |  120815910
    num misses                       |       1757 |       3909 |        214 |       4245
    miss rate                        |      0.21% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.73 |       0.01 |       0.00 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |       1953 |       3974 |        279 |       4310
    num misses                       |        478 |        172 |        183 |        175
    miss rate                        |     24.48% |      4.33% |     65.59% |      4.06%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206810 |   37744205 |   37746697 |   45287881
    num cache misses                 |       2904 |      34438 |      34467 |      39757
    miss rate                        |      1.40% |      0.09% |      0.09% |      0.09%
    mpki                             |       1.20 |       0.12 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     818285 |  100687510 |  100694322 |  120815910
    num cache misses                 |      17545 |    1108030 |    1111977 |    1328869
    miss rate                        |      2.14% |      1.10% |      1.10% |      1.10%
    mpki                             |       7.27 |       3.88 |       3.90 |       3.88
  Cache L2                           |            |            |            |           
    num cache accesses               |      20899 |    1142760 |    1146753 |    1368971
    num cache misses                 |      13649 |       3249 |       3354 |       3608
    miss rate                        |     65.31% |      0.28% |      0.29% |      0.26%
    mpki                             |       5.66 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14104 |       3555 |       3676 |       3968
    num cache misses                 |      11973 |       2200 |       2338 |       2439
    miss rate                        |     84.89% |     61.88% |     63.60% |     61.47%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18707 |          0 |          0 |          0
  average dram access latency (ns)   |     170.01 |        inf |        inf |        inf
  average dram queueing delay        |     116.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8176 |        588 |        549 |        558
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
