Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	25049400	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	25065900	121212.121212	60606.062500	60606.060606	0.000000	100.000000
2	0	25079100	101010.101010	67340.070312	75757.575758	0.000000	100.000000
3	0	25083500	117302.052786	87976.539062	227272.727273	0.000000	100.000000
4	2	25702300	7658.140603	6126.512695	1616.031028	0.000000	100.000000
5	2	25706400	9132.420091	7610.350098	243902.439024	0.000000	100.000000
6	2	25719800	10441.527446	8949.880859	74626.865672	0.000000	100.000000
7	4	26318200	6305.170240	5517.023926	1671.122995	0.000000	100.000000
8	4	26322000	7072.135785	6286.342773	263157.894737	0.000000	100.000000
9	4	26339600	7750.736320	6975.662109	56818.181818	0.000000	100.000000
10	6	26931200	5845.467106	5314.061035	1690.331305	0.000000	100.000000
11	6	26938600	6351.894982	5822.570312	135135.135135	0.000000	100.000000
12	6	26954300	6824.505223	6299.542969	63694.267516	0.000000	100.000000
13	8	27542700	5615.048330	5213.973145	1699.524133	0.000000	100.000000
14	8	27555000	5986.590038	5587.484375	81300.813008	0.000000	100.000000
15	8	27568000	6352.735647	5955.689453	76923.076923	0.000000	100.000000
16	10	28154800	5474.335029	5152.315430	1704.158146	0.000000	100.000000
17	10	28171700	5764.980944	5444.704102	59171.597633	0.000000	100.000000
18	10	28181700	6065.830221	5746.575684	100000.000000	0.000000	100.000000
19	12	28766800	5380.104374	5111.099121	1709.109554	0.000000	100.000000
20	12	28788200	5616.775436	5349.310059	46728.971963	0.000000	100.000000
21	12	28794900	5873.715125	5606.728027	149253.731343	0.000000	100.000000
22	14	29378900	5312.391731	5081.418457	1712.328767	0.000000	100.000000
23	14	29404900	5510.274366	5280.679688	38461.538462	0.000000	100.000000
24	14	29408900	5734.602592	5505.218750	250000.000000	0.000000	100.000000
25	16	29990700	5261.773218	5059.397461	1718.803713	0.000000	100.000000
26	16	30021800	5429.973453	5228.863281	32154.340836	0.000000	100.000000
27	16	30025700	5626.670418	5425.717773	256410.256410	0.000000	100.000000
28	18	30602800	5222.026146	5041.956055	1732.801941	0.000000	100.000000
29	18	30635700	5370.280866	5191.271484	30395.136778	0.000000	100.000000
30	18	30642200	5542.840795	5364.039551	153846.153846	0.000000	100.000000
31	20	31214800	5190.255296	4878.921387	1746.419839	0.000000	100.000000
32	20	31248700	5323.181650	4862.551758	29498.525074	0.000000	100.000000
33	20	31259000	5475.392940	4857.906250	97087.378641	0.000000	100.000000
34	22	31826500	5164.450871	4898.599121	1762.114537	0.000000	100.000000
35	22	31861600	5284.636388	4873.927734	28490.028490	0.000000	100.000000
36	22	31875500	5420.371808	4873.531738	71942.446043	0.000000	100.000000
37	24	32438200	5142.919013	4901.960938	1777.145904	0.000000	100.000000
38	24	32473300	5253.303520	4877.018066	28490.028490	0.000000	100.000000
39	24	32492000	5374.465912	4876.145996	53475.935829	0.000000	100.000000
40	26	33050200	5124.487551	4902.761719	1791.472590	0.000000	100.000000
41	26	33085100	5226.675959	4880.826660	28653.295129	0.000000	100.000000
42	26	33108200	5335.782002	4874.957520	43290.043290	0.000000	100.000000
43	28	33662000	5108.794092	4902.521484	1805.706031	0.000000	100.000000
44	28	33698000	5203.154268	4883.607422	27777.777778	0.000000	100.000000
45	28	33724900	5302.288053	4872.582031	37174.721190	0.000000	100.000000
46	30	34273800	5095.182342	4902.761719	1821.825469	0.000000	100.000000
47	30	34310700	5182.857698	4886.789551	27100.271003	0.000000	100.000000
48	30	34341300	5273.410174	4870.446289	32679.738562	0.000000	100.000000
49	32	34885500	5083.315542	4903.001953	1837.559721	0.000000	100.000000
50	32	34923600	5164.975390	4889.656738	26246.719160	0.000000	100.000000
51	32	34957900	5248.019377	4867.759277	29154.518950	0.000000	100.000000
52	34	35497300	5072.789747	4903.242676	1853.911754	0.000000	100.000000
53	34	35536300	5149.281485	4892.846680	25641.025641	0.000000	100.000000
54	34	35574300	5225.702857	4865.864258	26315.789474	0.000000	100.000000
55	36	36109000	5063.474267	4903.322754	1870.207593	0.000000	100.000000
56	36	36148100	5135.736618	4896.919922	25575.447570	0.000000	100.000000
57	36	36190900	5205.762240	4866.021973	23364.485981	0.000000	100.000000
58	38	36720900	5055.048623	4903.482910	1886.792453	0.000000	100.000000
59	38	36760800	5123.213279	4897.879395	25062.656642	0.000000	100.000000
60	38	36807300	5188.001259	4866.101074	21505.376344	0.000000	100.000000
61	40	37332700	5047.503521	4903.643555	1903.311762	0.000000	100.000000
62	40	37373600	5111.893673	4898.039062	24449.877751	0.000000	100.000000
63	40	37424000	5171.884344	4866.180176	19841.269841	0.000000	100.000000
64	42	37944500	5040.674365	4903.563477	1921.229587	0.000000	100.000000
65	42	37986500	5101.607006	4898.039062	23809.523810	0.000000	100.000000
66	42	38040300	5157.456373	4866.337891	18587.360595	0.000000	100.000000
67	44	38556300	5034.463867	4903.482910	1937.984496	0.000000	100.000000
68	44	38599400	5092.250923	4897.079590	23201.856148	0.000000	100.000000
69	44	38656900	5144.221936	4866.258789	17391.304348	0.000000	100.000000
70	46	39168100	5028.791603	4903.643555	1956.181534	0.000000	100.000000
71	46	39212400	5083.668714	4896.120605	22573.363431	0.000000	100.000000
72	46	39273300	5132.207060	4866.101074	16420.361248	0.000000	100.000000
73	48	39779900	5023.590509	4903.643555	1973.943940	0.000000	100.000000
74	48	39825100	5075.901649	4896.280273	22123.893805	0.000000	100.000000
75	48	39890000	5121.086749	4866.101074	15408.320493	0.000000	100.000000
76	50	40391700	5018.804221	4903.643555	1993.223042	0.000000	100.000000
77	50	40437900	5068.720148	4896.200684	21645.021645	0.000000	100.000000
78	50	40506500	5110.919901	4866.021973	14577.259475	0.000000	100.000000
79	52	41003600	5014.353587	4903.482910	2011.667673	0.000000	100.000000
80	52	41050700	5062.088705	4896.280273	21231.422505	0.000000	100.000000
81	52	41123100	5101.501210	4866.021973	13812.154696	0.000000	100.000000
82	54	41615500	5010.231738	4903.402832	2030.869212	0.000000	100.000000
83	54	41663500	5055.946455	4896.200684	20833.333333	0.000000	100.000000
84	54	41739600	5092.808954	4865.943359	13140.604468	0.000000	100.000000
85	56	42227400	5006.403539	4903.242676	2050.020500	0.000000	100.000000
86	56	42276400	5050.211877	4895.321777	20408.163265	0.000000	100.000000
87	56	42356200	5084.706589	4865.943359	12531.328321	0.000000	100.000000
88	58	42839300	5002.838689	4903.242676	2069.964811	0.000000	100.000000
89	58	42889100	5044.927886	4895.321777	20080.321285	0.000000	100.000000
90	58	42972600	5077.218354	4865.943359	11976.047904	0.000000	100.000000
91	60	43451100	4999.538086	4903.242676	2089.864159	0.000000	100.000000
92	60	43501900	5039.967484	4895.321777	19685.039370	0.000000	100.000000
93	60	43589200	5070.173357	4866.021973	11454.753723	0.000000	100.000000
94	62	44063000	4996.423613	4903.162598	2110.595188	0.000000	100.000000
95	62	44114600	5035.352370	4895.481445	19379.844961	0.000000	100.000000
96	62	44205500	5063.661184	4866.021973	11001.100110	0.000000	100.000000
97	64	44674700	4993.554239	4903.242676	2131.287298	0.000000	100.000000
98	64	44727400	5030.999085	4895.561035	18975.332068	0.000000	100.000000
99	64	44822100	5057.478240	4866.021973	10559.662091	0.000000	100.000000
