                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   98916948 |  528390058 |  527280307 |   25096207
  Cycles                             |  391309200 |  391309200 |  391309200 |  391309200
  IPC                                |       0.25 |       1.35 |       1.35 |       0.06
  Time (ns)                          |   97827300 |   97827300 |   97827300 |   97827300
  Idle time (ns)                     |   85569653 |   15413810 |   15315579 |   95112818
  Idle time (%)                      |      87.5% |      15.8% |      15.7% |      97.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    5439987 |   50107062 |   49984119 |    1567292
  num incorrect                      |     130413 |    1235154 |    1247633 |       7950
  misprediction rate                 |      2.34% |      2.41% |      2.44% |      0.50%
  mpki                               |       1.32 |       2.34 |       2.37 |       0.32
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    9132831 |   49018785 |   48924750 |    2796941
    num misses                       |        803 |         77 |         75 |         88
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25246607 |  134522400 |  134086848 |    7855948
    num misses                       |      19471 |     555349 |     558010 |       2369
    miss rate                        |      0.08% |      0.41% |      0.42% |      0.03%
    mpki                             |       0.20 |       1.05 |       1.06 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      20274 |     555426 |     558085 |       2457
    num misses                       |       3154 |      47855 |      57500 |        946
    miss rate                        |     15.56% |      8.62% |     10.30% |     38.50%
    mpki                             |       0.03 |       0.09 |       0.11 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    9132831 |   49018785 |   48924750 |    2796941
    num cache misses                 |      19429 |    1183021 |    1184399 |       5337
    miss rate                        |      0.21% |      2.41% |      2.42% |      0.19%
    mpki                             |       0.20 |       2.24 |       2.25 |       0.21
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25246607 |  134522400 |  134086848 |    7855948
    num cache misses                 |     375417 |    3862723 |    3827390 |     140025
    miss rate                        |      1.49% |      2.87% |      2.85% |      1.78%
    mpki                             |       3.80 |       7.31 |       7.26 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     409271 |    5046704 |    5012805 |     145367
    num cache misses                 |     364320 |     411745 |     372139 |     124456
    miss rate                        |     89.02% |      8.16% |      7.42% |     85.62%
    mpki                             |       3.68 |       0.78 |       0.71 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     379389 |     413107 |     374208 |     124461
    num cache misses                 |      58631 |      28234 |       2960 |      44445
    miss rate                        |     15.45% |      6.83% |      0.79% |     35.71%
    mpki                             |       0.59 |       0.05 |       0.01 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     135808 |          0 |          0 |          0
  average dram access latency (ns)   |   14178.44 |        inf |        inf |        inf
  average dram queueing delay        |   14125.01 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28709 |       3305 |       2405 |       6288
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
