                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100927829 |  128991664 |  130175890 |  130718280 |  129939885 |  129143853 |  127702874 |  129237056 |  130928688 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300 |  170433300
  IPC                                |       0.59 |       0.76 |       0.76 |       0.77 |       0.76 |       0.76 |       0.75 |       0.76 |       0.77 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100
  Idle time (ns)                     |   36118642 |   26835095 |   26664183 |   26686883 |   26755032 |   26591739 |   26678995 |   26794809 |   26596208 |   52005346 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100 |   56811100
  Idle time (%)                      |      63.6% |      47.2% |      46.9% |      47.0% |      47.1% |      46.8% |      47.0% |      47.2% |      46.8% |      91.5% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5589994 |   12054237 |   12164013 |   12281323 |   12092035 |   12004128 |   11949357 |   12111985 |   12228527 |    1567209 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128000 |     299970 |     300558 |     300245 |     300368 |     297351 |     297215 |     297144 |     299423 |       8026 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.24% |      2.43% |      2.41% |      2.39% |      2.42% |      2.42% |      2.43% |      2.39% |      2.39% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.27 |       2.33 |       2.31 |       2.30 |       2.31 |       2.30 |       2.33 |       2.30 |       2.29 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11107713 |   12234333 |   12351597 |   12414302 |   12322476 |   12242729 |   12122253 |   12269164 |   12429250 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        736 |         74 |         73 |         73 |         73 |         76 |         73 |         73 |         73 |         89 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25861939 |   33437104 |   33711125 |   33784137 |   33536635 |   33499532 |   33094101 |   33415385 |   33793808 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      13672 |     131798 |     132238 |     133995 |     130878 |     132087 |     132024 |     132958 |     133131 |       2384 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.39% |      0.39% |      0.40% |      0.39% |      0.39% |      0.40% |      0.40% |      0.39% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.14 |       1.02 |       1.02 |       1.03 |       1.01 |       1.02 |       1.03 |       1.03 |       1.02 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14408 |     131872 |     132311 |     134068 |     130951 |     132163 |     132097 |     133031 |     133204 |       2473 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3428 |       6785 |       6778 |       7753 |       6174 |       7550 |       5809 |       7848 |       7445 |        957 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     23.79% |      5.15% |      5.12% |      5.78% |      4.71% |      5.71% |      4.40% |      5.90% |      5.59% |     38.70% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11107713 |   12234333 |   12351597 |   12414302 |   12322476 |   12242729 |   12122253 |   12269164 |   12429250 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19691 |     329462 |     332059 |     330009 |     327031 |     325694 |     327452 |     326195 |     329149 |       4897 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.69% |      2.69% |      2.66% |      2.65% |      2.66% |      2.70% |      2.66% |      2.65% |      0.17% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.55 |       2.55 |       2.52 |       2.52 |       2.52 |       2.56 |       2.52 |       2.51 |       0.20 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25861939 |   33437104 |   33711125 |   33784137 |   33536635 |   33499532 |   33094101 |   33415385 |   33793808 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376258 |     926278 |     930044 |     927258 |     918996 |     955084 |     923785 |     919613 |     928104 |     139851 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.45% |      2.77% |      2.76% |      2.74% |      2.74% |      2.85% |      2.79% |      2.75% |      2.75% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.73 |       7.18 |       7.14 |       7.09 |       7.07 |       7.40 |       7.23 |       7.12 |       7.09 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450986 |    1260705 |    1265911 |    1261178 |    1250414 |    1286428 |    1256635 |    1249834 |    1262336 |     146266 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     361366 |      84296 |      84799 |      83445 |      89234 |     123759 |      91341 |      87626 |      85320 |     123477 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.13% |      6.69% |      6.70% |      6.62% |      7.14% |      9.62% |      7.27% |      7.01% |      6.76% |     84.42% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.58 |       0.65 |       0.65 |       0.64 |       0.69 |       0.96 |       0.72 |       0.68 |       0.65 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     336445 |          0 |          0 |          0 |     365719 |          0 |          0 |          0 |     353215 |          0 |          0 |          0 |     374224 |          0 |          0 |          0
  average dram access latency (ns)   |     167.49 |        inf |        inf |        inf |     160.35 |        inf |        inf |        inf |     162.87 |        inf |        inf |        inf |     156.27 |        inf |        inf |        inf
  average dram queueing delay        |     114.06 |       0.00 |       0.00 |       0.00 |     106.92 |       0.00 |       0.00 |       0.00 |     109.44 |       0.00 |       0.00 |       0.00 |     102.84 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186986 |      54352 |      53960 |      52560 |      56563 |      59012 |      59575 |      56661 |      55470 |      49301 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3033 |       9517 |      10540 |      11193 |      11394 |       9864 |       9042 |      11274 |       9506 |        210 |          0 |          0 |          0 |          0 |          0 |          0
