                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100967245 |  103178533 |  103729210 |  103701234 |  103456923 |  103389341 |  103516340 |  104091062 |  103913871 |  103892618 |  104012610 |   25096056 |          0 |          0 |          0 |          0
  Cycles                             |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600 |  163549600
  IPC                                |       0.62 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.64 |       0.64 |       0.64 |       0.64 |       0.15 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400 |   40887400
  Idle time (ns)                     |   23689608 |   22120147 |   22156984 |   22353810 |   22131153 |   22358753 |   21994172 |   21942899 |   22290342 |   22322745 |   22095673 |   36854036 |   40887400 |   40887400 |   40887400 |   40887400
  Idle time (%)                      |      57.9% |      54.1% |      54.2% |      54.7% |      54.1% |      54.7% |      53.8% |      53.7% |      54.5% |      54.6% |      54.0% |      90.1% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5595394 |    9629150 |    9693953 |    9693661 |    9674034 |    9661003 |    9639724 |    9720613 |    9720401 |    9721579 |    9719763 |    1567233 |          0 |          0 |          0 |          0
  num incorrect                      |     128650 |     239102 |     241251 |     238911 |     239482 |     240644 |     240537 |     243103 |     242931 |     242159 |     241766 |       8002 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.25% |      2.42% |      2.43% |      2.41% |      2.42% |      2.43% |      2.43% |      2.44% |      2.44% |      2.43% |      2.43% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.27 |       2.32 |       2.33 |       2.30 |       2.31 |       2.33 |       2.32 |       2.34 |       2.34 |       2.33 |       2.32 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11113684 |    9794297 |    9845906 |    9843240 |    9825499 |    9818600 |    9816328 |    9888758 |    9871135 |    9862740 |    9874159 |    2800756 |          0 |          0 |          0 |          0
    num misses                       |        824 |        105 |        105 |        105 |        109 |        105 |        113 |         98 |        102 |         98 |        109 |         93 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25894777 |   26681505 |   26810368 |   26807104 |   26738671 |   26759211 |   26903174 |   26910768 |   26882332 |   26884235 |   26889492 |    7855931 |          0 |          0 |          0 |          0
    num misses                       |      13111 |     114143 |     110942 |     113722 |     113496 |     114697 |     111656 |     198168 |     114735 |     116854 |     115073 |       2356 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.43% |      0.41% |      0.42% |      0.42% |      0.43% |      0.42% |      0.74% |      0.43% |      0.43% |      0.43% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.13 |       1.11 |       1.07 |       1.10 |       1.10 |       1.11 |       1.08 |       1.90 |       1.10 |       1.12 |       1.11 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13935 |     114248 |     111047 |     113827 |     113605 |     114802 |     111769 |     198266 |     114837 |     116952 |     115182 |       2449 |          0 |          0 |          0 |          0
    num misses                       |       3541 |      10937 |       9790 |       9610 |       9673 |       9627 |       9386 |      10907 |      10416 |      10861 |      11172 |        945 |          0 |          0 |          0 |          0
    miss rate                        |     25.41% |      9.57% |      8.82% |      8.44% |      8.51% |      8.39% |      8.40% |      5.50% |      9.07% |      9.29% |      9.70% |     38.59% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.04 |       0.11 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.10 |       0.10 |       0.10 |       0.11 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11113684 |    9794297 |    9845906 |    9843240 |    9825499 |    9818600 |    9816328 |    9888758 |    9871135 |    9862740 |    9874159 |    2800756 |          0 |          0 |          0 |          0
    num cache misses                 |      19586 |     260758 |     261117 |     260883 |     260679 |     259991 |     262093 |     261119 |     261091 |     261333 |     262491 |       4912 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.66% |      2.65% |      2.65% |      2.65% |      2.65% |      2.67% |      2.64% |      2.64% |      2.65% |      2.66% |      0.18% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.19 |       2.53 |       2.52 |       2.52 |       2.52 |       2.51 |       2.53 |       2.51 |       2.51 |       2.52 |       2.52 |       0.20 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25894777 |   26681505 |   26810368 |   26807104 |   26738671 |   26759211 |   26903174 |   26910768 |   26882332 |   26884235 |   26889492 |    7855931 |          0 |          0 |          0 |          0
    num cache misses                 |     377498 |     730495 |     738775 |     732663 |     731277 |     732465 |     771242 |     736748 |     735116 |     735944 |     736905 |     139865 |          0 |          0 |          0 |          0
    miss rate                        |      1.46% |      2.74% |      2.76% |      2.73% |      2.73% |      2.74% |      2.87% |      2.74% |      2.73% |      2.74% |      2.74% |      1.78% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.74 |       7.08 |       7.12 |       7.07 |       7.07 |       7.08 |       7.45 |       7.08 |       7.07 |       7.08 |       7.08 |       5.57 |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     452105 |     994497 |    1003033 |     996494 |     995998 |     996422 |    1036620 |    1002129 |    1000119 |    1000999 |    1002605 |     146274 |          0 |          0 |          0 |          0
    num cache misses                 |     361843 |      71422 |      67845 |      64380 |      71309 |      63622 |     103875 |      71058 |      66101 |      63317 |      70297 |     123380 |          0 |          0 |          0 |          0
    miss rate                        |     80.04% |      7.18% |      6.76% |      6.46% |      7.16% |      6.39% |     10.02% |      7.09% |      6.61% |      6.33% |      7.01% |     84.35% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.58 |       0.69 |       0.65 |       0.62 |       0.69 |       0.62 |       1.00 |       0.68 |       0.64 |       0.61 |       0.68 |       4.92 |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     330788 |          0 |          0 |          0 |     357603 |          0 |          0 |          0 |     349920 |          0 |          0 |          0 |     366568 |          0 |          0 |          0
  average dram access latency (ns)   |     173.94 |        inf |        inf |        inf |     165.24 |        inf |        inf |        inf |     167.38 |        inf |        inf |        inf |     162.72 |        inf |        inf |        inf
  average dram queueing delay        |     120.51 |       0.00 |       0.00 |       0.00 |     111.81 |       0.00 |       0.00 |       0.00 |     113.95 |       0.00 |       0.00 |       0.00 |     109.29 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     185808 |      45244 |      41657 |      39305 |      44933 |      39332 |      43881 |      45506 |      40519 |      38954 |      43464 |      49195 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4747 |       8164 |       8690 |       8655 |       8030 |       7504 |       7474 |       7965 |       8583 |       7811 |       8999 |        219 |          0 |          0 |          0 |          0
