                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99589336 |  108015029 |  110070811 |  108300748 |  110491215 |  107870379 |  109090197 |  107861585 |  110968723 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300 |  152955300
  IPC                                |       0.65 |       0.71 |       0.72 |       0.71 |       0.72 |       0.71 |       0.71 |       0.71 |       0.73 |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100
  Idle time (ns)                     |   30529346 |   26595076 |   26379280 |   26571503 |   26305148 |   26541868 |   26184587 |   26612816 |   26050161 |   46176369 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100 |   50985100
  Idle time (%)                      |      59.9% |      52.2% |      51.7% |      52.1% |      51.6% |      52.1% |      51.4% |      52.2% |      51.1% |      90.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5498042 |    9613538 |    9829931 |    9672846 |    9825583 |    9592794 |    9657301 |    9535527 |    9857767 |    1567438 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127955 |     253634 |     254609 |     254105 |     254476 |     253803 |     253734 |     254116 |     258588 |       7800 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.27% |      2.57% |      2.52% |      2.56% |      2.52% |      2.58% |      2.56% |      2.60% |      2.56% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.28 |       2.35 |       2.31 |       2.35 |       2.30 |       2.35 |       2.33 |       2.36 |       2.33 |       0.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10961199 |   10568387 |   10765511 |   10599411 |   10814704 |   10553786 |   10662117 |   10543244 |   10859287 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        914 |         73 |         73 |         73 |         73 |         73 |         76 |         73 |         66 |        244 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25457802 |   28359882 |   28906954 |   28435769 |   28846141 |   28350562 |   28683516 |   28356283 |   29144054 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      20769 |      96972 |     101819 |      99193 |      98284 |      99498 |      99752 |      99925 |      99225 |       2372 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.08% |      0.34% |      0.35% |      0.35% |      0.34% |      0.35% |      0.35% |      0.35% |      0.34% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.21 |       0.90 |       0.93 |       0.92 |       0.89 |       0.92 |       0.91 |       0.93 |       0.89 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      21683 |      97045 |     101892 |      99266 |      98357 |      99571 |      99828 |      99998 |      99291 |       2616 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3382 |       4995 |       5565 |       4821 |       4023 |       4949 |       4944 |       4306 |       3662 |        951 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     15.60% |      5.15% |      5.46% |      4.86% |      4.09% |      4.97% |      4.95% |      4.31% |      3.69% |     36.35% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10961199 |   10568387 |   10765511 |   10599411 |   10814704 |   10553786 |   10662117 |   10543244 |   10859287 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19648 |     309275 |     315598 |     307750 |     310102 |     309884 |     309900 |     310862 |     317691 |       4515 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.93% |      2.93% |      2.90% |      2.87% |      2.94% |      2.91% |      2.95% |      2.93% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.86 |       2.87 |       2.84 |       2.81 |       2.87 |       2.84 |       2.88 |       2.86 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25457802 |   28359882 |   28906954 |   28435769 |   28846141 |   28350562 |   28683516 |   28356283 |   29144054 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376297 |     631186 |     644570 |     630451 |     636532 |     632782 |     671158 |     637382 |     648591 |     139861 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.48% |      2.23% |      2.23% |      2.22% |      2.21% |      2.23% |      2.34% |      2.25% |      2.23% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.78 |       5.84 |       5.86 |       5.82 |       5.76 |       5.87 |       6.15 |       5.91 |       5.84 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450936 |     944087 |     963606 |     943125 |     951520 |     947567 |     985980 |     951876 |     970114 |     145881 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360699 |      52587 |      48873 |      51327 |      51348 |      52004 |      89295 |      50546 |      51473 |     123593 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     79.99% |      5.57% |      5.07% |      5.44% |      5.40% |      5.49% |      9.06% |      5.31% |      5.31% |     84.72% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.62 |       0.49 |       0.44 |       0.47 |       0.46 |       0.48 |       0.82 |       0.47 |       0.46 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     276968 |          0 |          0 |          0 |     285861 |          0 |          0 |          0 |     283511 |          0 |          0 |          0 |     288021 |          0 |          0 |          0
  average dram access latency (ns)   |     200.10 |        inf |        inf |        inf |     195.02 |        inf |        inf |        inf |     196.68 |        inf |        inf |        inf |     196.91 |        inf |        inf |        inf
  average dram queueing delay        |     146.67 |       0.00 |       0.00 |       0.00 |     141.59 |       0.00 |       0.00 |       0.00 |     143.25 |       0.00 |       0.00 |       0.00 |     143.48 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     186006 |      25394 |      23130 |      25495 |      25302 |      26177 |      28358 |      23724 |      25287 |      49314 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3709 |      11640 |      11212 |       9935 |      10050 |       9912 |      10495 |      11457 |      10628 |        217 |          0 |          0 |          0 |          0 |          0 |          0
