                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2414444 |  213470824 |  213456412 |  256119090
  Cycles                             |  161380000 |  161380000 |  161380000 |  161380000
  IPC                                |       0.01 |       1.32 |       1.32 |       1.59
  Time (ns)                          |   40345000 |   40345000 |   40345000 |   40345000
  Idle time (ns)                     |   39488728 |    7439378 |    7452235 |     871982
  Idle time (%)                      |      97.9% |      18.4% |      18.5% |       2.2%
Branch predictor stats               |            |            |            |           
  num correct                        |     333417 |   20356036 |   20354240 |   24419808
  num incorrect                      |      16811 |     628743 |     628448 |     753966
  misprediction rate                 |      4.80% |      3.00% |      3.00% |      3.00%
  mpki                               |       6.96 |       2.95 |       2.94 |       2.94
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     207078 |   30191422 |   30189323 |   36222699
    num misses                       |        189 |         70 |         70 |         70
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     818433 |   75339310 |   75333752 |   90386977
    num misses                       |       1538 |       3017 |       2800 |        199
    miss rate                        |      0.19% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.64 |       0.01 |       0.01 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1727 |       3087 |       2870 |        269
    num misses                       |        479 |        190 |        188 |        182
    miss rate                        |     27.74% |      6.15% |      6.55% |     67.66%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     207078 |   30191422 |   30189323 |   36222699
    num cache misses                 |       3034 |       6885 |       6924 |       8170
    miss rate                        |      1.47% |      0.02% |      0.02% |      0.02%
    mpki                             |       1.26 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     818433 |   75339310 |   75333752 |   90386977
    num cache misses                 |      17550 |     845654 |     847837 |    1013652
    miss rate                        |      2.14% |      1.12% |      1.13% |      1.12%
    mpki                             |       7.27 |       3.96 |       3.97 |       3.96
  Cache L2                           |            |            |            |           
    num cache accesses               |      21028 |     852860 |     855059 |    1022174
    num cache misses                 |      13673 |       3407 |       3369 |       3665
    miss rate                        |     65.02% |      0.40% |      0.39% |      0.36%
    mpki                             |       5.66 |       0.02 |       0.02 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14125 |       3736 |       3674 |       4026
    num cache misses                 |      11980 |       2403 |       2250 |       2426
    miss rate                        |     84.81% |     64.32% |     61.24% |     60.26%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18798 |          0 |          0 |          0
  average dram access latency (ns)   |     163.41 |        inf |        inf |        inf
  average dram queueing delay        |     109.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8171 |        597 |        583 |        521
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
