                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892012 |   92104185 |   92145435 |   92155659
  Cycles                             |   94982000 |   94982000 |   94982000 |   94982000
  IPC                                |       0.53 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   23745500 |   23745500 |   23745500 |   23745500
  Idle time (ns)                     |   15702376 |    8165829 |    8528010 |    8360173
  Idle time (%)                      |      66.1% |      34.4% |      35.9% |      35.2%
Branch predictor stats               |            |            |            |           
  num correct                        |    8263104 |    5379945 |    5397258 |    5387359
  num incorrect                      |     532482 |     155353 |     141277 |     151683
  misprediction rate                 |      6.05% |      2.81% |      2.55% |      2.74%
  mpki                               |      10.67 |       1.69 |       1.53 |       1.65
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7583456 |   10317967 |   10323133 |   10326832
    num misses                       |        143 |         59 |         59 |         59
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17211812 |   27223259 |   27234364 |   27238390
    num misses                       |        708 |       1970 |       1856 |        881
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.00%
    mpki                             |       0.01 |       0.02 |       0.02 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |        851 |       2029 |       1915 |        940
    num misses                       |        322 |        143 |        163 |        141
    miss rate                        |     37.84% |      7.05% |      8.51% |     15.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7583456 |   10317967 |   10323133 |   10326832
    num cache misses                 |       3257 |       4540 |       4511 |       4641
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17211812 |   27223259 |   27234364 |   27238390
    num cache misses                 |      11438 |      92488 |      91667 |      90564
    miss rate                        |      0.07% |      0.34% |      0.34% |      0.33%
    mpki                             |       0.23 |       1.00 |       0.99 |       0.98
  Cache L2                           |            |            |            |           
    num cache accesses               |      14796 |      97080 |      96728 |      95236
    num cache misses                 |      10667 |       3751 |       2542 |       2942
    miss rate                        |     72.09% |      3.86% |      2.63% |      3.09%
    mpki                             |       0.21 |       0.04 |       0.03 |       0.03
  Cache L3                           |            |            |            |           
    num cache accesses               |      10771 |       3804 |       3092 |       2973
    num cache misses                 |       8914 |        337 |        438 |        230
    miss rate                        |     82.76% |      8.86% |     14.17% |      7.74%
    mpki                             |       0.18 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9919 |          0 |          0 |          0
  average dram access latency (ns)   |     515.82 |        inf |        inf |        inf
  average dram queueing delay        |     462.39 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2576 |        187 |        250 |        145
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
