                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2415036 |  147284565 |  147177709 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400 |   95164400
  IPC                                |       0.03 |       1.55 |       1.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100
  Idle time (ns)                     |   22908222 |     883253 |     902328 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100 |   23791100
  Idle time (%)                      |      96.3% |       3.7% |       3.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333523 |   13830293 |   13816218 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16650 |     461734 |     459797 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.75% |      3.23% |      3.22% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
