                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98885079 |  136184885 |  136530316 |  135072052 |  137540438 |  134904255 |  136023756 |  137744080 |  140033393 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000 |  175563000
  IPC                                |       0.56 |       0.78 |       0.78 |       0.77 |       0.78 |       0.77 |       0.77 |       0.78 |       0.80 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000
  Idle time (ns)                     |   38132100 |   26649380 |   26589129 |   26783501 |   26527618 |   26733101 |   25971987 |   26288012 |   26001676 |   53715927 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000 |   58521000
  Idle time (%)                      |      65.2% |      45.5% |      45.4% |      45.8% |      45.3% |      45.7% |      44.4% |      44.9% |      44.4% |      91.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5448736 |   12842994 |   12824899 |   12649814 |   12962162 |   12615853 |   12714786 |   12943094 |   13134086 |    1567312 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128065 |     317836 |     322516 |     317270 |     319327 |     316938 |     322134 |     319752 |     323147 |       7926 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.42% |      2.45% |      2.45% |      2.40% |      2.45% |      2.47% |      2.41% |      2.40% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.30 |       2.33 |       2.36 |       2.35 |       2.32 |       2.35 |       2.37 |       2.32 |       2.31 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
