                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  100493338 |  103758128 |  102549867 |  103513593 |  104211248 |  103589323 |  102582302 |  102372780 |  103441806 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400 |  147350400
  IPC                                |       0.68 |       0.70 |       0.70 |       0.70 |       0.71 |       0.70 |       0.70 |       0.69 |       0.70 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800
  Idle time (ns)                     |   28513601 |   26490882 |   26662053 |   26524289 |   26352163 |   26482095 |   26585019 |   26696169 |   26505551 |   44309342 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800 |   49116800
  Idle time (%)                      |      58.1% |      53.9% |      54.3% |      54.0% |      53.7% |      53.9% |      54.1% |      54.4% |      54.0% |      90.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5560899 |    9002358 |    8858230 |    9031321 |    8985323 |    9051339 |    8839972 |    8893789 |    9008754 |    1567272 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127966 |     232580 |     234010 |     232902 |     237336 |     234378 |     230990 |     232678 |     232052 |       7966 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.25% |      2.52% |      2.57% |      2.51% |      2.57% |      2.52% |      2.55% |      2.55% |      2.51% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.27 |       2.24 |       2.28 |       2.25 |       2.28 |       2.26 |       2.25 |       2.27 |       2.24 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11060152 |   10266968 |   10152143 |   10257221 |   10314668 |   10272337 |   10140610 |   10143421 |   10253847 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        848 |         73 |         73 |         73 |         73 |         73 |         76 |         66 |         73 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25730988 |   27263031 |   26996839 |   27190980 |   27388259 |   27220888 |   27156819 |   26946703 |   27101322 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11713 |      64431 |      63154 |      64333 |      66813 |      64725 |      64190 |      65606 |      62991 |       2459 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.24% |      0.23% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.23% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.62 |       0.62 |       0.62 |       0.64 |       0.62 |       0.63 |       0.64 |       0.61 |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12561 |      64504 |      63227 |      64406 |      66886 |      64798 |      64266 |      65672 |      63064 |       2543 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3436 |       1112 |       1107 |       1098 |       1100 |       1099 |       1364 |       1053 |       1110 |        952 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.35% |      1.72% |      1.75% |      1.70% |      1.64% |      1.70% |      2.12% |      1.60% |      1.76% |     37.44% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11060152 |   10266968 |   10152143 |   10257221 |   10314668 |   10272337 |   10140610 |   10143421 |   10253847 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      20053 |     311122 |     309219 |     308175 |     313364 |     309390 |     311804 |     308377 |     306819 |       4480 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      3.03% |      3.05% |      3.00% |      3.04% |      3.01% |      3.07% |      3.04% |      2.99% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       3.00 |       3.02 |       2.98 |       3.01 |       2.99 |       3.04 |       3.01 |       2.97 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
