                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   97789667 |   96104186 |   96462181 |   95666703 |   97288954 |   96679011 |   96580484 |   96406178 |   96198094 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300 |  142017300
  IPC                                |       0.69 |       0.68 |       0.68 |       0.67 |       0.69 |       0.68 |       0.68 |       0.68 |       0.68 |       0.18 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100
  Idle time (ns)                     |   27087389 |   26287272 |   26163784 |   26357179 |   26097399 |   26202051 |   26065131 |   26186589 |   26310442 |   42531065 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100 |   47339100
  Idle time (%)                      |      57.2% |      55.5% |      55.3% |      55.7% |      55.1% |      55.3% |      55.1% |      55.3% |      55.6% |      89.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5371778 |    8116186 |    8113424 |    8076314 |    8223860 |    8178701 |    8121363 |    8145104 |    8052487 |    1567228 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127974 |     213305 |     218243 |     214884 |     217213 |     213915 |     217208 |     215514 |     215750 |       8007 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.33% |      2.56% |      2.62% |      2.59% |      2.57% |      2.55% |      2.60% |      2.58% |      2.61% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.31 |       2.22 |       2.26 |       2.25 |       2.23 |       2.21 |       2.25 |       2.24 |       2.24 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10764452 |    9452994 |    9483412 |    9409449 |    9574343 |    9513487 |    9483083 |    9496416 |    9449955 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        734 |        106 |        104 |        104 |        103 |        105 |        108 |         96 |         97 |         89 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   24916426 |   25116118 |   25252288 |   25051040 |   25407189 |   25302886 |   25414406 |   25189817 |   25176484 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      10473 |      52395 |      52608 |      52892 |      55875 |      53822 |      53380 |      56302 |      54288 |       2337 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.04% |      0.21% |      0.21% |      0.21% |      0.22% |      0.21% |      0.21% |      0.22% |      0.22% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.11 |       0.55 |       0.55 |       0.55 |       0.57 |       0.56 |       0.55 |       0.58 |       0.56 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      11207 |      52501 |      52712 |      52996 |      55978 |      53927 |      53488 |      56398 |      54385 |       2426 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3381 |       1349 |       1344 |       1325 |       1424 |       1350 |       1504 |       1347 |       1315 |        955 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     30.17% |      2.57% |      2.55% |      2.50% |      2.54% |      2.50% |      2.81% |      2.39% |      2.42% |     39.37% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10764452 |    9452994 |    9483412 |    9409449 |    9574343 |    9513487 |    9483083 |    9496416 |    9449955 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19525 |     332127 |     336068 |     332077 |     335288 |     336336 |     336110 |     333473 |     335943 |       4955 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      3.51% |      3.54% |      3.53% |      3.50% |      3.54% |      3.54% |      3.51% |      3.55% |      0.18% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       3.46 |       3.48 |       3.47 |       3.45 |       3.48 |       3.48 |       3.46 |       3.49 |       0.20 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   24916426 |   25116118 |   25252288 |   25051040 |   25407189 |   25302886 |   25414406 |   25189817 |   25176484 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376277 |     397015 |     398195 |     398091 |     407021 |     401640 |     437351 |     399501 |     399309 |     139884 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.51% |      1.58% |      1.58% |      1.59% |      1.60% |      1.59% |      1.72% |      1.59% |      1.59% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.85 |       4.13 |       4.13 |       4.16 |       4.18 |       4.15 |       4.53 |       4.14 |       4.15 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450792 |     734074 |     737904 |     734028 |     747154 |     741665 |     778353 |     738019 |     738983 |     146328 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360287 |      37013 |      36416 |      37346 |      36402 |      36815 |      70056 |      35823 |      36808 |     123408 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     79.92% |      5.04% |      4.94% |      5.09% |      4.87% |      4.96% |      9.00% |      4.85% |      4.98% |     84.34% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.68 |       0.39 |       0.38 |       0.39 |       0.37 |       0.38 |       0.73 |       0.37 |       0.38 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     247307 |          0 |          0 |          0 |     251430 |          0 |          0 |          0 |     248292 |          0 |          0 |          0 |     251440 |          0 |          0 |          0
  average dram access latency (ns)   |     205.89 |        inf |        inf |        inf |     203.82 |        inf |        inf |        inf |     207.49 |        inf |        inf |        inf |     203.80 |        inf |        inf |        inf
  average dram queueing delay        |     152.46 |       0.00 |       0.00 |       0.00 |     150.39 |       0.00 |       0.00 |       0.00 |     154.06 |       0.00 |       0.00 |       0.00 |     150.37 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00% |      4.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     185568 |      12729 |      12326 |      12139 |      12102 |      11729 |      12563 |      11967 |      12174 |      49204 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3978 |      10344 |      11254 |      11626 |      10881 |      11903 |      10315 |      10656 |      11603 |        216 |          0 |          0 |          0 |          0 |          0 |          0
