                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2411096 |  440697077 |  440586621 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000 |  276650000
  IPC                                |       0.01 |       1.59 |       1.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500
  Idle time (ns)                     |   68280202 |     882898 |     884508 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500 |   69162500
  Idle time (%)                      |      98.7% |       1.3% |       1.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333119 |   41379523 |   41364439 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16533 |    1383328 |    1381912 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.73% |      3.23% |      3.23% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       6.86 |       3.14 |       3.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     207156 |   60996519 |   60980155 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        190 |         84 |         46 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
