                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2404672 |    1195464 |     134663 |     156454
  Cycles                             |    4181200 |    4181200 |    4181200 |    4181200
  IPC                                |       0.58 |       0.29 |       0.03 |       0.04
  Time (ns)                          |    1045300 |    1045300 |    1045300 |    1045300
  Idle time (ns)                     |     199102 |     848641 |    1013694 |    1008576
  Idle time (%)                      |      19.0% |      81.2% |      97.0% |      96.5%
Branch predictor stats               |            |            |            |           
  num correct                        |     331930 |     164046 |      19347 |      22558
  num incorrect                      |      16193 |       8523 |       1593 |       1839
  misprediction rate                 |      4.65% |      4.94% |      7.61% |      7.54%
  mpki                               |       6.73 |       7.13 |      11.83 |      11.75
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     204746 |     192825 |      19221 |      22470
    num misses                       |        192 |         67 |         64 |         64
    miss rate                        |      0.09% |      0.03% |      0.33% |      0.28%
    mpki                             |       0.08 |       0.06 |       0.48 |       0.41
  D-TLB                              |            |            |            |           
    num accesses                     |     814862 |     520673 |      51251 |      59351
    num misses                       |       1752 |        182 |        157 |        145
    miss rate                        |      0.22% |      0.03% |      0.31% |      0.24%
    mpki                             |       0.73 |       0.15 |       1.17 |       0.93
  L2 TLB                             |            |            |            |           
    num accesses                     |       1944 |        249 |        221 |        209
    num misses                       |        503 |        159 |        149 |        146
    miss rate                        |     25.87% |     63.86% |     67.42% |     69.86%
    mpki                             |       0.21 |       0.13 |       1.11 |       0.93
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     204746 |     192825 |      19221 |      22470
    num cache misses                 |       2840 |       1197 |       1041 |       1190
    miss rate                        |      1.39% |      0.62% |      5.42% |      5.30%
    mpki                             |       1.18 |       1.00 |       7.73 |       7.61
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     814862 |     520673 |      51251 |      59351
    num cache misses                 |      17458 |        697 |        612 |        609
    miss rate                        |      2.14% |      0.13% |      1.19% |      1.03%
    mpki                             |       7.26 |       0.58 |       4.54 |       3.89
  Cache L2                           |            |            |            |           
    num cache accesses               |      20748 |       1921 |       1671 |       1838
    num cache misses                 |      13579 |       1280 |       1118 |       1140
    miss rate                        |     65.45% |     66.63% |     66.91% |     62.02%
    mpki                             |       5.65 |       1.07 |       8.30 |       7.29
  Cache L3                           |            |            |            |           
    num cache accesses               |      14034 |       1308 |       1136 |       1179
    num cache misses                 |      11957 |        528 |        289 |        316
    miss rate                        |     85.20% |     40.37% |     25.44% |     26.80%
    mpki                             |       4.97 |       0.44 |       2.15 |       2.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |      13088 |          0 |          0 |          0
  average dram access latency (ns)   |      69.55 |        inf |        inf |        inf
  average dram queueing delay        |      16.12 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     10.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8155 |         83 |         55 |         60
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
