                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99656768 |  145104802 |  145276495 |  145160098 |  148805195 |  144003887 |  144954116 |  144579897 |  147419314 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400 |  181385400
  IPC                                |       0.55 |       0.80 |       0.80 |       0.80 |       0.82 |       0.79 |       0.80 |       0.80 |       0.81 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800
  Idle time (ns)                     |   39990366 |   26782817 |   26544514 |   26835569 |   26181617 |   26689214 |   26853092 |   26809624 |   26314895 |   55655955 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800 |   60461800
  Idle time (%)                      |      66.1% |      44.3% |      43.9% |      44.4% |      43.3% |      44.1% |      44.4% |      44.3% |      43.5% |      92.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5501995 |   13766209 |   13709194 |   13751414 |   13994083 |   13558235 |   13683329 |   13693770 |   13940947 |    1567212 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     126793 |     337071 |     337306 |     333274 |     341761 |     337022 |     334140 |     333771 |     333518 |       8023 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.25% |      2.39% |      2.40% |      2.37% |      2.38% |      2.43% |      2.38% |      2.38% |      2.34% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.27 |       2.32 |       2.32 |       2.30 |       2.30 |       2.34 |       2.31 |       2.31 |       2.26 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10968426 |   13184599 |   13190901 |   13189213 |   13500061 |   13062833 |   13157518 |   13134592 |   13399142 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        792 |         97 |         97 |         97 |         97 |        100 |         96 |         97 |         97 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25479927 |   36371543 |   36432460 |   36329942 |   37273984 |   36239448 |   36303523 |   36216665 |   36849732 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      12449 |     138818 |     139382 |     152512 |     141768 |     141292 |     139009 |     138122 |     153961 |       2376 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.38% |      0.38% |      0.42% |      0.38% |      0.39% |      0.38% |      0.38% |      0.42% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.96 |       0.96 |       1.05 |       0.95 |       0.98 |       0.96 |       0.96 |       1.04 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13241 |     138915 |     139479 |     152609 |     141865 |     141392 |     139105 |     138219 |     154058 |       2460 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3358 |       8783 |       9054 |      10512 |       9596 |      10327 |       9614 |      10166 |      10678 |        962 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     25.36% |      6.32% |      6.49% |      6.89% |      6.76% |      7.30% |      6.91% |      7.35% |      6.93% |     39.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.06 |       0.06 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10968426 |   13184599 |   13190901 |   13189213 |   13500061 |   13062833 |   13157518 |   13134592 |   13399142 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19446 |     321916 |     323897 |     318432 |     330782 |     321300 |     323016 |     320827 |     324671 |       4468 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.44% |      2.46% |      2.41% |      2.45% |      2.46% |      2.45% |      2.44% |      2.42% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.22 |       2.23 |       2.19 |       2.22 |       2.23 |       2.23 |       2.22 |       2.20 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25479927 |   36371543 |   36432460 |   36329942 |   37273984 |   36239448 |   36303523 |   36216665 |   36849732 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     375968 |    1088078 |    1086895 |    1075326 |    1112463 |    1114289 |    1083409 |    1076753 |    1087914 |     139859 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.48% |      2.99% |      2.98% |      2.96% |      2.98% |      3.07% |      2.98% |      2.97% |      2.95% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.77 |       7.50 |       7.48 |       7.41 |       7.48 |       7.74 |       7.47 |       7.45 |       7.38 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
