                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   37019816 |   88680960 |   33872584 |   38504421 |   45404986 |   51652165 |   57979353 |  179221215 |  143742034 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400 |  241010400
  IPC                                |       0.15 |       0.37 |       0.14 |       0.16 |       0.19 |       0.21 |       0.24 |       0.74 |       0.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600
  Idle time (ns)                     |   53402970 |   44377348 |   53375104 |   51999266 |   50713482 |   49435329 |   48259324 |   17349117 |   25872991 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600 |   60252600
  Idle time (%)                      |      88.6% |      73.7% |      88.6% |      86.3% |      84.2% |      82.0% |      80.1% |      28.8% |      42.9% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1779527 |    3213748 |    1226892 |    1351959 |    1563119 |    1743826 |    1940241 |    5392943 |    4351420 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      63849 |     804633 |     169746 |     189949 |     201977 |     202373 |     208208 |    1007412 |     774758 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      3.46% |     20.02% |     12.15% |     12.32% |     11.44% |     10.40% |      9.69% |     15.74% |     15.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.72 |       9.07 |       5.01 |       4.93 |       4.45 |       3.92 |       3.59 |       5.62 |       5.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3516192 |   10349839 |    3776617 |    4180617 |    4791570 |    5329148 |    5891093 |   18004197 |   14491138 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        270 |        105 |       2248 |       2289 |       2356 |       2418 |       2468 |       4918 |       5264 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.06% |      0.05% |      0.05% |      0.05% |      0.04% |      0.03% |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.07 |       0.06 |       0.05 |       0.05 |       0.04 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13845936 |   30289504 |   10900986 |   12610655 |   15018516 |   17152859 |   19355582 |   64690525 |   53144675 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      32551 |      13493 |      57186 |      92075 |     110557 |     135170 |     174072 |     273374 |     226854 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.24% |      0.04% |      0.52% |      0.73% |      0.74% |      0.79% |      0.90% |      0.42% |      0.43% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.88 |       0.15 |       1.69 |       2.39 |       2.43 |       2.62 |       3.00 |       1.53 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      32821 |      13598 |      59434 |      94364 |     112913 |     137588 |     176540 |     278292 |     232118 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3847 |        688 |       2225 |       4877 |       6469 |       9891 |      18690 |      85720 |      53671 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     11.72% |      5.06% |      3.74% |      5.17% |      5.73% |      7.19% |     10.59% |     30.80% |     23.12% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.10 |       0.01 |       0.07 |       0.13 |       0.14 |       0.19 |       0.32 |       0.48 |       0.37 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3516192 |   10349839 |    3776617 |    4180617 |    4791570 |    5329148 |    5891093 |   18004197 |   14491138 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     236483 |     494715 |     481103 |     520690 |     549500 |     566881 |     590675 |    1335532 |    1248800 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      6.73% |      4.78% |     12.74% |     12.45% |     11.47% |     10.64% |     10.03% |      7.42% |      8.62% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       6.39 |       5.58 |      14.20 |      13.52 |      12.10 |      10.97 |      10.19 |       7.45 |       8.69 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13845936 |   30289504 |   10900986 |   12610655 |   15018516 |   17152859 |   19355582 |   64690525 |   53144675 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     270150 |      84961 |     245178 |     392048 |     540197 |     678481 |     801846 |    1719148 |    1481254 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.95% |      0.28% |      2.25% |      3.11% |      3.60% |      3.96% |      4.14% |      2.66% |      2.79% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.30 |       0.96 |       7.24 |      10.18 |      11.90 |      13.14 |      13.83 |       9.59 |      10.30 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     514129 |     583648 |     729434 |     916014 |    1093975 |    1250079 |    1398295 |    3074078 |    2744377 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     248607 |      36351 |      74817 |     105050 |     139456 |     172542 |     205471 |     837864 |     623837 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     48.35% |      6.23% |     10.26% |     11.47% |     12.75% |     13.80% |     14.69% |     27.26% |     22.73% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       6.72 |       0.41 |       2.21 |       2.73 |       3.07 |       3.34 |       3.54 |       4.68 |       4.34 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     690412 |          0 |          0 |          0 |     689779 |          0 |          0 |          0 |     670106 |          0 |          0 |          0 |     676193 |          0 |          0 |          0
  average dram access latency (ns)   |      60.83 |        inf |        inf |        inf |      61.04 |        inf |        inf |        inf |      61.14 |        inf |        inf |        inf |      61.20 |        inf |        inf |        inf
  average dram queueing delay        |       7.40 |       0.00 |       0.00 |       0.00 |       7.61 |       0.00 |       0.00 |       0.00 |       7.71 |       0.00 |       0.00 |       0.00 |       7.77 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     124393 |      16536 |      31030 |      62627 |      93126 |     121432 |     150144 |     584038 |     445155 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1910 |        263 |      11829 |       4847 |       2906 |       3057 |       2118 |      45920 |      14758 |          0 |          0 |          0 |          0 |          0 |          0 |          0
